"Abstract"	"Refid"	"Title"	"content"
"Solid organ transplant patients are vulnerable to suffering neurologic complications from a wide array of viral infections and can be sentinels in the population who are first to get serious complications from emerging infections like the recent waves of arboviruses, including West Nile virus, Chikungunya virus, Zika virus, and Dengue virus. The diverse and rapidly changing landscape of possible causes of viral encephalitis poses great challenges for traditional candidate-based infectious disease diagnostics that already fail to identify a causative pathogen in approximately 50% of encephalitis cases. We present the case of a 14-year-old girl on immunosuppression for a renal transplant who presented with acute meningoencephalitis. Traditional diagnostics failed to identify an etiology. RNA extracted from her cerebrospinal fluid was subjected to unbiased metagenomic deep sequencing, enhanced with the use of a Cas9-based technique for host depletion. This analysis identified West Nile virus (WNV). Convalescent serum serologies subsequently confirmed WNV seroconversion. These results support a clear clinical role for metagenomic deep sequencing in the setting of suspected viral encephalitis, especially in the context of the high-risk transplant patient population. ¬"	80842	"Acute West Nile Virus Meningoencephalitis Diagnosed Via Metagenomic Deep Sequencing of Cerebrospinal Fluid in a Renal Transplant Patient"	"Acute West Nile Virus Meningoencephalitis Diagnosed Via Metagenomic Deep Sequencing of Cerebrospinal Fluid in a Renal Transplant Patient | Solid organ transplant patients are vulnerable to suffering neurologic complications from a wide array of viral infections and can be sentinels in the population who are first to get serious complications from emerging infections like the recent waves of arboviruses, including West Nile virus, Chikungunya virus, Zika virus, and Dengue virus. The diverse and rapidly changing landscape of possible causes of viral encephalitis poses great challenges for traditional candidate-based infectious disease diagnostics that already fail to identify a causative pathogen in approximately 50% of encephalitis cases. We present the case of a 14-year-old girl on immunosuppression for a renal transplant who presented with acute meningoencephalitis. Traditional diagnostics failed to identify an etiology. RNA extracted from her cerebrospinal fluid was subjected to unbiased metagenomic deep sequencing, enhanced with the use of a Cas9-based technique for host depletion. This analysis identified West Nile virus (WNV). Convalescent serum serologies subsequently confirmed WNV seroconversion. These results support a clear clinical role for metagenomic deep sequencing in the setting of suspected viral encephalitis, especially in the context of the high-risk transplant patient population. ¬"
"Background: Previous surveys in dogs from Korea indicated that dogs are exposed to a variety of vector- borne pathogens, but perception for a nation-wide canine vector-borne disease (CVBD) occurrence has been missing. We report here results of both serological and molecular prevalence studies for major CVBDs of dogs from all over the South Korean Peninsula except for Jeju Island. Results: Serological survey of 532 outdoor dogs revealed the highest prevalence for Dirofilaria immitis (25.2%), followed by Anaplasma phagocytophilum (15.6%), Ehrlichia canis (4.7%) whereas Borrelia burgdorferi showed the lowest prevalence (1.1%). The number of serologically positive dogs for any of the four pathogens was 216 (40.6%). Concurrent real-time PCR assay of 440 dogs in the study indicated that DNA of ‚ÄúCandidatus M. haematoparvum‚Äù, Mycoplasma haemocanis, Babesia gibsoni, A. phagocytophilum, and Hepatozoon canis was identified in 190 (43.2%), 168 (38.2%), 23 (5.2%), 10 (2.3%) and 1 (0.2%) dogs, respectively. DNA of Bartonella spp., Ehrlichia spp., Leishmania spp., Rickettsia spp. and Neorickettsia risticii was not identified. Analysis of questionnaires collected from owners of 440 dogs showed that the number of dogs with heartworm preventive medication was 348 (79.1%) among which dogs still positive to D. immitis infection were 60 (17.2%), probably due to the mean months of heartworm preventive medication being only 6.5. The high prevalence rates of both ‚ÄúCa. M. haematoparvum‚Äù and Mycoplasma haemocanis in dogs from Korea indicate that these organisms may be transmitted by vectors other than Rhipicephalus sanguineus because this tick species has rarely been found in Korea. This is the first nationwide survey for canine haemotropic mycoplasma infections in Korea. Conclusions: This study showed that the risk of exposure to major vector-borne diseases in dogs is quite high throughout all areas of South Korean Peninsula. Since achieving full elimination of many pathogens causing CVBDs from infected animals is often impossible even when they are clinically cured, dogs once exposed to CVBDs can remain as lifetime reservoirs of disease for both other animals and humans in the close vicinity, and should therefore be treated with preventative medications to minimise the risk of pathogen transmission by the competent vectors. ¬"	80770	"Serological and molecular prevalence of canine vector-borne diseases (CVBDs) in Korea"	"Serological and molecular prevalence of canine vector-borne diseases (CVBDs) in Korea | Background: Previous surveys in dogs from Korea indicated that dogs are exposed to a variety of vector- borne pathogens, but perception for a nation-wide canine vector-borne disease (CVBD) occurrence has been missing. We report here results of both serological and molecular prevalence studies for major CVBDs of dogs from all over the South Korean Peninsula except for Jeju Island. Results: Serological survey of 532 outdoor dogs revealed the highest prevalence for Dirofilaria immitis (25.2%), followed by Anaplasma phagocytophilum (15.6%), Ehrlichia canis (4.7%) whereas Borrelia burgdorferi showed the lowest prevalence (1.1%). The number of serologically positive dogs for any of the four pathogens was 216 (40.6%). Concurrent real-time PCR assay of 440 dogs in the study indicated that DNA of ‚ÄúCandidatus M. haematoparvum‚Äù, Mycoplasma haemocanis, Babesia gibsoni, A. phagocytophilum, and Hepatozoon canis was identified in 190 (43.2%), 168 (38.2%), 23 (5.2%), 10 (2.3%) and 1 (0.2%) dogs, respectively. DNA of Bartonella spp., Ehrlichia spp., Leishmania spp., Rickettsia spp. and Neorickettsia risticii was not identified. Analysis of questionnaires collected from owners of 440 dogs showed that the number of dogs with heartworm preventive medication was 348 (79.1%) among which dogs still positive to D. immitis infection were 60 (17.2%), probably due to the mean months of heartworm preventive medication being only 6.5. The high prevalence rates of both ‚ÄúCa. M. haematoparvum‚Äù and Mycoplasma haemocanis in dogs from Korea indicate that these organisms may be transmitted by vectors other than Rhipicephalus sanguineus because this tick species has rarely been found in Korea. This is the first nationwide survey for canine haemotropic mycoplasma infections in Korea. Conclusions: This study showed that the risk of exposure to major vector-borne diseases in dogs is quite high throughout all areas of South Korean Peninsula. Since achieving full elimination of many pathogens causing CVBDs from infected animals is often impossible even when they are clinically cured, dogs once exposed to CVBDs can remain as lifetime reservoirs of disease for both other animals and humans in the close vicinity, and should therefore be treated with preventative medications to minimise the risk of pathogen transmission by the competent vectors. ¬"
"Background: Tick-borne diseases are of substantial concern worldwide for animals as well as humans. Dogs have been a human companion for millennia, and their significant impact on human life renders disease in dogs to be of great concern. Tick-borne diseases in dogs represent a substantial diagnostic challenge for veterinarians in that clinical signs are often diffuse and overlapping. In addition, co-infections with two or more pathogens enhance this problem further. Molecular methods are useful to disentangle co-infections and to accurately describe prevalence and geographical distribution of tick-borne diseases. At this point, this information is lacking in many areas worldwide. Romania is one such area, where prevalence and distribution of several important pathogens need to be further investigated. To address this, we screened blood samples from 96 sick dogs with molecular methods for eight different pathogens including Babesia spp., Theileria spp., Hepatozoon spp., Anaplasma spp., Ehrlichia spp., \"Candidatus Neoehrlichia mikurensis\", Mycoplasma spp., and Borrelia spp. Results: As many as 45% (43/96) of the dogs in the study were infected with protozoan parasites. Babesia canis was the most frequent of these (28 infected dogs), whereas Hepatozoon canis was detected in 15% (14/96) and Babesia gibsoni was found in a single sample. Bacterial infection with Mycoplasma spp. occurred in 18% (17/96) of the sampled dogs. Obtained bacterial sequences revealed the occurrence of two species: Mycoplasma canis and \"Candidatus Mycoplasma haematoparvum\". In several cases co-infection with protozoan parasites and Mycoplasma sp. were detected. All dogs were negative for Anaplasma spp., Ehrlichia spp., \"Ca. Neoehrlichia mikurensis\", and for Borrelia spp. Conclusions: The results from the present study reinforce the notion that Babesia canis is an important pathogen in the Romanian dog population. However, more surprisingly, another protozoan species, H. canis, seems to be infecting dogs to a larger extent than previously recognized in Romania. Well-known tick-borne bacterial disease agents such as Anaplasma spp. and Borrelia spp. were not detected. In contrast, less well-studied bacteria such as hemotropic Mycoplasma spp. were detected frequently. Moreover, co-infection might aggravate disease and complicate diagnosis and should be further studied in dogs. ¬"	80766	"Canine tick-borne diseases in pet dogs from Romania"	"Canine tick-borne diseases in pet dogs from Romania | Background: Tick-borne diseases are of substantial concern worldwide for animals as well as humans. Dogs have been a human companion for millennia, and their significant impact on human life renders disease in dogs to be of great concern. Tick-borne diseases in dogs represent a substantial diagnostic challenge for veterinarians in that clinical signs are often diffuse and overlapping. In addition, co-infections with two or more pathogens enhance this problem further. Molecular methods are useful to disentangle co-infections and to accurately describe prevalence and geographical distribution of tick-borne diseases. At this point, this information is lacking in many areas worldwide. Romania is one such area, where prevalence and distribution of several important pathogens need to be further investigated. To address this, we screened blood samples from 96 sick dogs with molecular methods for eight different pathogens including Babesia spp., Theileria spp., Hepatozoon spp., Anaplasma spp., Ehrlichia spp., \"Candidatus Neoehrlichia mikurensis\", Mycoplasma spp., and Borrelia spp. Results: As many as 45% (43/96) of the dogs in the study were infected with protozoan parasites. Babesia canis was the most frequent of these (28 infected dogs), whereas Hepatozoon canis was detected in 15% (14/96) and Babesia gibsoni was found in a single sample. Bacterial infection with Mycoplasma spp. occurred in 18% (17/96) of the sampled dogs. Obtained bacterial sequences revealed the occurrence of two species: Mycoplasma canis and \"Candidatus Mycoplasma haematoparvum\". In several cases co-infection with protozoan parasites and Mycoplasma sp. were detected. All dogs were negative for Anaplasma spp., Ehrlichia spp., \"Ca. Neoehrlichia mikurensis\", and for Borrelia spp. Conclusions: The results from the present study reinforce the notion that Babesia canis is an important pathogen in the Romanian dog population. However, more surprisingly, another protozoan species, H. canis, seems to be infecting dogs to a larger extent than previously recognized in Romania. Well-known tick-borne bacterial disease agents such as Anaplasma spp. and Borrelia spp. were not detected. In contrast, less well-studied bacteria such as hemotropic Mycoplasma spp. were detected frequently. Moreover, co-infection might aggravate disease and complicate diagnosis and should be further studied in dogs. ¬"
"BACKGROUND Leishmaniases are a serious health problem in southeast Brazil, including the city of Belo Horizonte (BH), Minas Gerais state (MG), where there are high rates of incidence and mortality due to visceral leishmaniases. BH is divided into nine sanitary districts (SD) of which one, the Venda Nova SD, was selected for this study because it has high rates of positivity for canine leishmaniasis and high incidence of human leishmaniasis. OBJECTIVES This study aimed to survey the sand fly fauna in Venda Nova SD from August 2011 to July 2013 and perform a descriptive analysis of the vector population. METHODS The sampling was carried out using automatic HP light traps at all covered areas of the Venda Nova SD, in a total of eighteen light traps. Sampled specimens were identified following Galati (2003), and females were submitted to molecular techniques for the detection and identification of Leishmania DNA. A simple environmental description was done for it area and Kernel estimation was used to infer vector density for each study site. FINDINGS A total of 2,427 sand fly specimens belonging to eight species and five genera were collected of which 95.3% were Lutzomyia longipalpis. The seasonal variation curve was delineated by this species. Lu. longipalpis was the most abundant at all collection points and in all months of the study, and exhibited a natural infection rate of 1.01% for Leishmania infantum and 1.77% for Leishmania braziliensis. MAIN CONCLUSIONS The results show the presence and adaptation of Lu. longipalpis to the anthropic environment of BH and reinforces its role as the main vector of L. infantum in the region. ¬"	80727	"Seasonality of sand flies (Diptera: Psychodidae) and Leishmania DNA detection in vector species in an area with endemic visceral leishmaniasis"	"Seasonality of sand flies (Diptera: Psychodidae) and Leishmania DNA detection in vector species in an area with endemic visceral leishmaniasis | BACKGROUND Leishmaniases are a serious health problem in southeast Brazil, including the city of Belo Horizonte (BH), Minas Gerais state (MG), where there are high rates of incidence and mortality due to visceral leishmaniases. BH is divided into nine sanitary districts (SD) of which one, the Venda Nova SD, was selected for this study because it has high rates of positivity for canine leishmaniasis and high incidence of human leishmaniasis. OBJECTIVES This study aimed to survey the sand fly fauna in Venda Nova SD from August 2011 to July 2013 and perform a descriptive analysis of the vector population. METHODS The sampling was carried out using automatic HP light traps at all covered areas of the Venda Nova SD, in a total of eighteen light traps. Sampled specimens were identified following Galati (2003), and females were submitted to molecular techniques for the detection and identification of Leishmania DNA. A simple environmental description was done for it area and Kernel estimation was used to infer vector density for each study site. FINDINGS A total of 2,427 sand fly specimens belonging to eight species and five genera were collected of which 95.3% were Lutzomyia longipalpis. The seasonal variation curve was delineated by this species. Lu. longipalpis was the most abundant at all collection points and in all months of the study, and exhibited a natural infection rate of 1.01% for Leishmania infantum and 1.77% for Leishmania braziliensis. MAIN CONCLUSIONS The results show the presence and adaptation of Lu. longipalpis to the anthropic environment of BH and reinforces its role as the main vector of L. infantum in the region. ¬"
"Purpose To describe the ophthalmic symptoms and histopathological findings in a human case of Eastern equine encephalitis (EEE). Observations The patient was a septuagenarian male whose presentation and clinical course were thought to be most consistent with viral meningoencephalitis. ELISA suggested recent infection with EEE virus. Microscopic analysis of the brain demonstrated perivascular lymphohistiocytic cuffing which was consistent with viral type encephalitis. Similarly, both eyes manifested a lymphohistiocytic infiltrate in the retina and optic nerve and a reduced number of ganglion cells. Conclusions and importance To our knowledge, this is the first report of ophthalmological and ocular pathology observations in an EEE patient. Interestingly, the inflammatory findings in the retina are reminiscent of the central nervous system effects of EEE virus. These findings are relevant given the recent epidemic of microcephaly and ophthalmic complications secondary to another arboviral virus, the Zika virus. ¬"	80715	"Ocular histopathology in Eastern equine encephalitis: A case report"	"Ocular histopathology in Eastern equine encephalitis: A case report | Purpose To describe the ophthalmic symptoms and histopathological findings in a human case of Eastern equine encephalitis (EEE). Observations The patient was a septuagenarian male whose presentation and clinical course were thought to be most consistent with viral meningoencephalitis. ELISA suggested recent infection with EEE virus. Microscopic analysis of the brain demonstrated perivascular lymphohistiocytic cuffing which was consistent with viral type encephalitis. Similarly, both eyes manifested a lymphohistiocytic infiltrate in the retina and optic nerve and a reduced number of ganglion cells. Conclusions and importance To our knowledge, this is the first report of ophthalmological and ocular pathology observations in an EEE patient. Interestingly, the inflammatory findings in the retina are reminiscent of the central nervous system effects of EEE virus. These findings are relevant given the recent epidemic of microcephaly and ophthalmic complications secondary to another arboviral virus, the Zika virus. ¬"
"To evaluate the distribution of asymptomatic infection by Leishmania infantum in a metropolis in Brazil with different relative risks (RRs) for disease and risk factors associated with the infection, an ecological study was conducted using a Bayesian approach to estimate the RR of human visceral leishmaniasis (HVL) based on cases between 2008 and 2011. The areas were categorized and selected according to disease incidence: low (area-1), medium (area-2) and high (area-3). Cross-sectional study enrolling 935 children was used to estimate the prevalence of infection by L. infantum. Volunteers from these three areas were tested for L. infantum infection by ELISA (rK39 and soluble antigens). Infection prevalence rates were estimated and compared with the RR of disease. Multilevel logistic regression model evaluated the relationship between infection and the analysed variables. The RR of HVL was distributed heterogeneously in the municipality. The infection prevalence rates were: 34¬∑9% in area-1; 29¬∑3% in area-2; and 33¬∑6% in area-3, with no significant differences between these areas. The variables 'Presence of backyards in the neighbourhood' and 'Younger children' were associated with L. infantum infection. We conclude that infection by L. infantum affects a significant proportion of the infant population regardless of the RR of disease. ¬"	80708	"Leishmania infantum: Illness, transmission profile and risk factors for asymptomatic infection in an endemic metropolis in Brazil"	"Leishmania infantum: Illness, transmission profile and risk factors for asymptomatic infection in an endemic metropolis in Brazil | To evaluate the distribution of asymptomatic infection by Leishmania infantum in a metropolis in Brazil with different relative risks (RRs) for disease and risk factors associated with the infection, an ecological study was conducted using a Bayesian approach to estimate the RR of human visceral leishmaniasis (HVL) based on cases between 2008 and 2011. The areas were categorized and selected according to disease incidence: low (area-1), medium (area-2) and high (area-3). Cross-sectional study enrolling 935 children was used to estimate the prevalence of infection by L. infantum. Volunteers from these three areas were tested for L. infantum infection by ELISA (rK39 and soluble antigens). Infection prevalence rates were estimated and compared with the RR of disease. Multilevel logistic regression model evaluated the relationship between infection and the analysed variables. The RR of HVL was distributed heterogeneously in the municipality. The infection prevalence rates were: 34¬∑9% in area-1; 29¬∑3% in area-2; and 33¬∑6% in area-3, with no significant differences between these areas. The variables 'Presence of backyards in the neighbourhood' and 'Younger children' were associated with L. infantum infection. We conclude that infection by L. infantum affects a significant proportion of the infant population regardless of the RR of disease. ¬"
"Dogs serve as hosts for a great number of parasites, which may affect their health and wellbeing. This study aimed to observe tick borne pathogens in dogs from Palestine including Hepatozoon canis and Babesia species. The prevalence of both H. canis and Babesia species infections in apparently healthy dogs, from ten districts of the West Bank was surveyed. DNA was extracted from blood samples obtained from dogs (n = 362) and ticks (n = 213) collected from dogs (n = 77). A primer set that amplifies a partial sequence of the Babesia and Hepatozoon 18S rRNA gene was used for PCR and the DNA sequences of the PCR products of all samples were determined. Twenty-nine (8¬∑0%) of the dogs were found infected including 20 with H. canis (5¬∑5%), seven with Babesia vogeli (1¬∑9%) and two with undefined Babesia spp. (0¬∑6%). Twelve Rhipicephalus sanguineus s.l ticks were pathogen-positive, including ten with H. canis (4¬∑7%), one with B. vogeli (0¬∑5%), and one with Hepatozoon felis (0¬∑5%). The results indicated that a wide range of tick borne pathogens is circulating in the canine population in the surveyed region. This study is the first report on the prevalence of H. canis, B. vogeli and Babesia spp. in dogs in Palestine and its results will assist in the management of diseases associated with these blood parasites. ¬"	80706	"Detection and molecular identification of Hepatozoon canis and Babesia vogeli from domestic dogs in Palestine"	"Detection and molecular identification of Hepatozoon canis and Babesia vogeli from domestic dogs in Palestine | Dogs serve as hosts for a great number of parasites, which may affect their health and wellbeing. This study aimed to observe tick borne pathogens in dogs from Palestine including Hepatozoon canis and Babesia species. The prevalence of both H. canis and Babesia species infections in apparently healthy dogs, from ten districts of the West Bank was surveyed. DNA was extracted from blood samples obtained from dogs (n = 362) and ticks (n = 213) collected from dogs (n = 77). A primer set that amplifies a partial sequence of the Babesia and Hepatozoon 18S rRNA gene was used for PCR and the DNA sequences of the PCR products of all samples were determined. Twenty-nine (8¬∑0%) of the dogs were found infected including 20 with H. canis (5¬∑5%), seven with Babesia vogeli (1¬∑9%) and two with undefined Babesia spp. (0¬∑6%). Twelve Rhipicephalus sanguineus s.l ticks were pathogen-positive, including ten with H. canis (4¬∑7%), one with B. vogeli (0¬∑5%), and one with Hepatozoon felis (0¬∑5%). The results indicated that a wide range of tick borne pathogens is circulating in the canine population in the surveyed region. This study is the first report on the prevalence of H. canis, B. vogeli and Babesia spp. in dogs in Palestine and its results will assist in the management of diseases associated with these blood parasites. ¬"
"A cross sectional study was conducted on equine from November 2010 to February 2011 to determine the seroprevalence of African Horse Sickness Virus (AHSV) antibodies and identification of potential risk factors in equine population in selected areas of Arsi and Bale zones. A total of 480 serum samples were collected. Competitive ELISA test was employed to determine the presence of African Horse Sickness (AHS) antibodies. The seroprevalence of 28.63 and 14.23% were found in the Arsi and Bale zones, respectively. The apparent seroprevalence was found to be 24.60% in donkey, 20.34% in horses and 20% in mules. The overall seroprevalence of AHS virus was found to be 21.45%. There was no significant variation between the horse, donkey and mules in the seropositivity (p>0.05). Statistically significant difference (p<0.05) in the seroprevalence was observed in the different study area, confirming the existence of agro-ecology variation in the occurrence of AHS, thus higher seroprevalence of AHS was documented in midland (31.38%) followed by highland (15.06%). Significant variation was not observed in seroprevalence among age groups and sex of equine. All age groups as well as male and female of equine population were equally affected. Knowledge base of equine owner about AHS, Clucoides vector and mode of transmission of the disease in the study areas were assessed through structured questionnaire. The survey result indicated that almost all equine owners did not know about Clucoides vector and mode of transmission. Therefore, there should be awareness reaction about AHS and Clucoides vector among the people through an organized extension package to the present study areas."	1076	"Seroprevalence and associated risk factors of African Horse Sickness in Arsi and Bale zones, southeastern Ethiopia"	"Seroprevalence and associated risk factors of African Horse Sickness in Arsi and Bale zones, southeastern Ethiopia | A cross sectional study was conducted on equine from November 2010 to February 2011 to determine the seroprevalence of African Horse Sickness Virus (AHSV) antibodies and identification of potential risk factors in equine population in selected areas of Arsi and Bale zones. A total of 480 serum samples were collected. Competitive ELISA test was employed to determine the presence of African Horse Sickness (AHS) antibodies. The seroprevalence of 28.63 and 14.23% were found in the Arsi and Bale zones, respectively. The apparent seroprevalence was found to be 24.60% in donkey, 20.34% in horses and 20% in mules. The overall seroprevalence of AHS virus was found to be 21.45%. There was no significant variation between the horse, donkey and mules in the seropositivity (p>0.05). Statistically significant difference (p<0.05) in the seroprevalence was observed in the different study area, confirming the existence of agro-ecology variation in the occurrence of AHS, thus higher seroprevalence of AHS was documented in midland (31.38%) followed by highland (15.06%). Significant variation was not observed in seroprevalence among age groups and sex of equine. All age groups as well as male and female of equine population were equally affected. Knowledge base of equine owner about AHS, Clucoides vector and mode of transmission of the disease in the study areas were assessed through structured questionnaire. The survey result indicated that almost all equine owners did not know about Clucoides vector and mode of transmission. Therefore, there should be awareness reaction about AHS and Clucoides vector among the people through an organized extension package to the present study areas."
"Seroprevalence rates of selected arboviruses in animal populations in Trinidad were determined using serum samples collected between 2006 and 2009 from horses (n = 506), cattle (n = 163), sheep (n = 198), goats (n = 82), pigs (n = 184), birds (n = 140), rodents (n = 116), and other vertebrates (n = 23). The sera were screened for antibodies to West Nile virus (WNV), St. Louis encephalitis virus (SLEV), Ilheus virus (ILHV), Bussuquara virus (BSQV), Venezuelan equine encephalitis virus (VEEV), eastern equine encephalitis virus (EEEV), and western equine encephalitis virus (WEEV), using hemagglutination inhibition assay (HIA) and epitope-blocking enzyme-linked immunosorbent assays (ELISA). Antibodies to SLEV were detected in a total of 49 (9.7%) horses, 8 (4.9%) cattle, 1 (1.2%) goat, 2 (1.4%) wild birds, and 3 (2.2%) wild rodents by both methods. In contrast, antibodies to EEEV, VEEV, and WNV were detected only in horses, at rates of 4.3%, 0.8%, and 17.2%, respectively, by ELISA, and IgM capture ELISA was WNV-positive in 3 (0.6%) of these sera. Among locally bred unvaccinated horses that had never left Trinidad, seroprevalence rates against WNV were 12.1% and 17.2% by ELISA and HIA, respectively. The presence of WNV- and SLEV-specific antibodies in a representative sample of horse sera that were both ELISA-and HIA-seropositive was confirmed by plaque reduction neutralization testing (PRNT). Antibodies to ILHV and BSQV were not detected in any of the serum samples tested (i.e., sera from horses, other livestock, and wild birds in the case of ILHV, and wild mammals in the case of BSQV). The data indicate the presence of WNV in Trinidad, and continuing low-level circulation of SLEV, EEEV, and VEEV."	1079	"Serological Evidence of Flaviviruses and Alphaviruses in Livestock and Wildlife in Trinidad"	"Serological Evidence of Flaviviruses and Alphaviruses in Livestock and Wildlife in Trinidad | Seroprevalence rates of selected arboviruses in animal populations in Trinidad were determined using serum samples collected between 2006 and 2009 from horses (n = 506), cattle (n = 163), sheep (n = 198), goats (n = 82), pigs (n = 184), birds (n = 140), rodents (n = 116), and other vertebrates (n = 23). The sera were screened for antibodies to West Nile virus (WNV), St. Louis encephalitis virus (SLEV), Ilheus virus (ILHV), Bussuquara virus (BSQV), Venezuelan equine encephalitis virus (VEEV), eastern equine encephalitis virus (EEEV), and western equine encephalitis virus (WEEV), using hemagglutination inhibition assay (HIA) and epitope-blocking enzyme-linked immunosorbent assays (ELISA). Antibodies to SLEV were detected in a total of 49 (9.7%) horses, 8 (4.9%) cattle, 1 (1.2%) goat, 2 (1.4%) wild birds, and 3 (2.2%) wild rodents by both methods. In contrast, antibodies to EEEV, VEEV, and WNV were detected only in horses, at rates of 4.3%, 0.8%, and 17.2%, respectively, by ELISA, and IgM capture ELISA was WNV-positive in 3 (0.6%) of these sera. Among locally bred unvaccinated horses that had never left Trinidad, seroprevalence rates against WNV were 12.1% and 17.2% by ELISA and HIA, respectively. The presence of WNV- and SLEV-specific antibodies in a representative sample of horse sera that were both ELISA-and HIA-seropositive was confirmed by plaque reduction neutralization testing (PRNT). Antibodies to ILHV and BSQV were not detected in any of the serum samples tested (i.e., sera from horses, other livestock, and wild birds in the case of ILHV, and wild mammals in the case of BSQV). The data indicate the presence of WNV in Trinidad, and continuing low-level circulation of SLEV, EEEV, and VEEV."
"A cross-sectional epidemiological study in the extreme-west of the state of Paran√° was carried out to access the prevalence, distribution, and risk variables of canine Visceral Leishmaniases (cVL). This study was conducted in three areas, two cities of far west of Parana state: Foz do Igua√ßu (FI) and Santa Terezinha de Itaipu (STI), and along two transects between these two municipalities. To sample the entire urban area, the cities (FI and STI) were divided into a grid of squares of 400 m2 (patch). Among the 526 patches, 123 in FI, 40 in the transects and 33 in STI were selected according to the 'worst scenario' criterion. In the transect areas, in each 0.86 km five dogs from houses were surveyed to leishmaniasis. In each patch, blood of five dogs from houses (and from neighborhood when necessary) in the areas that seemed to be the most appropriate for the proliferation of vector were surveyed. The infection of the dogs by cVL were assessed using two serological tests were used (cELISA and TR-DPP¬Æ), and, for those seropositive for both methods, the PCR method were used. Moreover, dogs presenting clinical signs or cutaneous lesions were sampled to PCR. The identification of Leishmania species was confirmed using PCR-RFLP followed by DNA sequencing. Micro, meso and macro scale environmental variables were also surveyed and statistically analyzed. The prevalence rate Leishmania infantum was 23.8% in FI, 4.7% in STI and 9.1% in the transects areas. Among the extrinsic variables analysed, the number of vectors and the presence of infected dogs in neighbouring were positively correlated with the occurrence of infected dogs. Dog size was positively correlated with cVL infection, while the quality of the dog's nutrition affected cVL negatively. As for cutaneous leishmaniasis (CL), the first registry of dogs infected with L. braziliensis in the region shows that there is potential for transmission in peri-urban areas, since environmental conditions allow the proliferation of vectors capable of transmitting this species of parasite. cVL is widely spread in FI, with high prevalence. This supports the hypothesis that the parasite has been present in the region for longer than previously believed, despite the fact that the presence of leishmaniais in the region has only been recognized recently. It is important to control the population of dogs infected with L. infantum (parasite and non-antibodies) to prevent the spread of the disease to other dogs and also to people in the region. ¬"	80039	"More than the eyes can see: The worrying scenario of canine leishmaniasis in the Brazilian side of the triple border"	"More than the eyes can see: The worrying scenario of canine leishmaniasis in the Brazilian side of the triple border | A cross-sectional epidemiological study in the extreme-west of the state of Paran√° was carried out to access the prevalence, distribution, and risk variables of canine Visceral Leishmaniases (cVL). This study was conducted in three areas, two cities of far west of Parana state: Foz do Igua√ßu (FI) and Santa Terezinha de Itaipu (STI), and along two transects between these two municipalities. To sample the entire urban area, the cities (FI and STI) were divided into a grid of squares of 400 m2 (patch). Among the 526 patches, 123 in FI, 40 in the transects and 33 in STI were selected according to the 'worst scenario' criterion. In the transect areas, in each 0.86 km five dogs from houses were surveyed to leishmaniasis. In each patch, blood of five dogs from houses (and from neighborhood when necessary) in the areas that seemed to be the most appropriate for the proliferation of vector were surveyed. The infection of the dogs by cVL were assessed using two serological tests were used (cELISA and TR-DPP¬Æ), and, for those seropositive for both methods, the PCR method were used. Moreover, dogs presenting clinical signs or cutaneous lesions were sampled to PCR. The identification of Leishmania species was confirmed using PCR-RFLP followed by DNA sequencing. Micro, meso and macro scale environmental variables were also surveyed and statistically analyzed. The prevalence rate Leishmania infantum was 23.8% in FI, 4.7% in STI and 9.1% in the transects areas. Among the extrinsic variables analysed, the number of vectors and the presence of infected dogs in neighbouring were positively correlated with the occurrence of infected dogs. Dog size was positively correlated with cVL infection, while the quality of the dog's nutrition affected cVL negatively. As for cutaneous leishmaniasis (CL), the first registry of dogs infected with L. braziliensis in the region shows that there is potential for transmission in peri-urban areas, since environmental conditions allow the proliferation of vectors capable of transmitting this species of parasite. cVL is widely spread in FI, with high prevalence. This supports the hypothesis that the parasite has been present in the region for longer than previously believed, despite the fact that the presence of leishmaniais in the region has only been recognized recently. It is important to control the population of dogs infected with L. infantum (parasite and non-antibodies) to prevent the spread of the disease to other dogs and also to people in the region. ¬"
