"Abstract"	"Refid"	"Title"	"content"
"Leishmaniasis is a vector-borne zoonotic disease caused by protozoa in the genus Leishmania, typical of rural and peri‚Äëurban environments. The causative agent of American visceral leishmaniasis is Leishmania (Leishmania) infantum chagasi and the main insect vector in Brazil is Lutzomyia longipalpis. Dogs (Canis familiaris) are important in the transmission of the disease, as a reservoir closely related to humans and an infection source for phlebotomine vectors. Since 1990, an increasing number of feline leishmaniasis cases have been reported, suggesting that domestic cats (Felis catus) might be involved in the epidemiology of the disease. The present study analyzed the prevalence of anti-Leishmania spp. antibodies in naturally infected domestic cats from various neighborhoods in the municipality of Bel√©m, Par√°, Brazil, using the indirect immunofluorescence assay (IFA) and the direct agglutination test (DAT). Among the 443 samples tested, 18 (4.06%) presented positive reactions in the IFA. The observed titers were 40 IU in 4.97% of the samples and 80 IU in 0.90%. In the DAT test, positive results were found in 25 (5.64%) of the samples. The observed titers were also 40 IU (4.97%) and 80 IU (0.68%). The agreement rate between the two tests was considered low (Kappa coefficient = 0.10). ¬"	81299	"Antibodies to Leishmania spp. in domestic felines"	"Antibodies to Leishmania spp. in domestic felines | Leishmaniasis is a vector-borne zoonotic disease caused by protozoa in the genus Leishmania, typical of rural and peri‚Äëurban environments. The causative agent of American visceral leishmaniasis is Leishmania (Leishmania) infantum chagasi and the main insect vector in Brazil is Lutzomyia longipalpis. Dogs (Canis familiaris) are important in the transmission of the disease, as a reservoir closely related to humans and an infection source for phlebotomine vectors. Since 1990, an increasing number of feline leishmaniasis cases have been reported, suggesting that domestic cats (Felis catus) might be involved in the epidemiology of the disease. The present study analyzed the prevalence of anti-Leishmania spp. antibodies in naturally infected domestic cats from various neighborhoods in the municipality of Bel√©m, Par√°, Brazil, using the indirect immunofluorescence assay (IFA) and the direct agglutination test (DAT). Among the 443 samples tested, 18 (4.06%) presented positive reactions in the IFA. The observed titers were 40 IU in 4.97% of the samples and 80 IU in 0.90%. In the DAT test, positive results were found in 25 (5.64%) of the samples. The observed titers were also 40 IU (4.97%) and 80 IU (0.68%). The agreement rate between the two tests was considered low (Kappa coefficient = 0.10). ¬"
"Leishmaniases comprise zoonotic diseases caused by protozoan flagellates of the Leishmania genus. They are endemic to South America, and the visceral form has been recently reported in Argentina. Dogs can play different roles in the Leishmania transmission cycles, depending mainly on the species of parasite involved. Here we focused on the clinical characterization of canine leishmaniasis (CanL) in Northeast Argentina and on the molecular typing of its etiological agent. The nested polymerase chain reaction and sequence analysis of the Leishmania cytochrome b (cyt b) gene was performed on DNA templates purified from lymph nodes, bone marrow or spleen aspirates obtained from 48 dogs previously diagnosed by the observation of Leishmania amastigotes on smears from these aspirates. Their clinical and epidemiological data were also recorded. Systemic abnormalities were observed in 46 subjects (95.8%), most frequently lymphadenopathy, and emaciation (89.6 and 75%). Furthermore, 87% also presented tegumentary abnormalities, such as alopecia (54.2%) or secondary skin lesions (47.9%), among others. Twenty three dogs were positive for cyt b amplification. The sequence analysis showed the presence of two genotypes, LiA1 and LiA2, assigned to Leishmania (Leishmania) infantum, with 99.9 and 100% homology with the reference strain MHOM/TN/80/IPT1 respectively. LiA1 was identified in 18 cases (78.3%) and LiA2 in five (21.7%). Two cyt b variants of L. (L.) infantum were incriminated as the causative agents of CanL cases from three cities: Posadas, Garup√°, and Ituzaing√≥. All three cities are located in the northeastern area of the country, where these parasites seem to be spreading in urban areas. ¬"	81298	"Genetic and clinical characterization of canine leishmaniasis caused by Leishmania (Leishmania) infantum in northeastern Argentina"	"Genetic and clinical characterization of canine leishmaniasis caused by Leishmania (Leishmania) infantum in northeastern Argentina | Leishmaniases comprise zoonotic diseases caused by protozoan flagellates of the Leishmania genus. They are endemic to South America, and the visceral form has been recently reported in Argentina. Dogs can play different roles in the Leishmania transmission cycles, depending mainly on the species of parasite involved. Here we focused on the clinical characterization of canine leishmaniasis (CanL) in Northeast Argentina and on the molecular typing of its etiological agent. The nested polymerase chain reaction and sequence analysis of the Leishmania cytochrome b (cyt b) gene was performed on DNA templates purified from lymph nodes, bone marrow or spleen aspirates obtained from 48 dogs previously diagnosed by the observation of Leishmania amastigotes on smears from these aspirates. Their clinical and epidemiological data were also recorded. Systemic abnormalities were observed in 46 subjects (95.8%), most frequently lymphadenopathy, and emaciation (89.6 and 75%). Furthermore, 87% also presented tegumentary abnormalities, such as alopecia (54.2%) or secondary skin lesions (47.9%), among others. Twenty three dogs were positive for cyt b amplification. The sequence analysis showed the presence of two genotypes, LiA1 and LiA2, assigned to Leishmania (Leishmania) infantum, with 99.9 and 100% homology with the reference strain MHOM/TN/80/IPT1 respectively. LiA1 was identified in 18 cases (78.3%) and LiA2 in five (21.7%). Two cyt b variants of L. (L.) infantum were incriminated as the causative agents of CanL cases from three cities: Posadas, Garup√°, and Ituzaing√≥. All three cities are located in the northeastern area of the country, where these parasites seem to be spreading in urban areas. ¬"
"In this study, asymptomatic dogs in nine provinces of Turkey were surveyed to investigate the prevalence and intensity of Hepatozoon canis infection. DNA obtained from blood samples collected from 694 domestic dogs (243 stray, 288 shelter, and 163 pets) of both genders and varying ages were evaluated by polymerase chain reaction (PCR). In addition, 285 thin blood smears prepared from these blood samples were also evaluated for microscopic examination. Direct microscopy revealed Hepatozoon gamonts in the peripheral blood of three of 285 (1.0%; 95% confidence interval (CI): 0.21-3.04) tested. Using PCR, 155 of the 694 (22.3%; 95% CI: 19.28-25.61) were found to be positive for the presence of H. canis DNA. The prevalence of infection was higher in adult dogs (26.2%; 95% CI: 22.1-30.7) than young animals (16.4%; 95% CI: 12.2-21.3). Although the prevalence determined by PCR was higher in male dogs (24.5%; 95% CI: 19.6-29.9) than in female dogs (20.8%; 95% CI: 16.9-25.1), gender differences were not significant. Pet dogs had a lower prevalence of infection (10.4%; 95% CI: 6.2-16.2) compared to stray (26.3%; 95% CI: 20.9-32.3) and shelter dogs (25.7%; 95% CI: 20.7-31.1), but no significant association between stray and shelter dogs was found for the presence of the parasite. Partial sequences of the 18S ribosomal RNA (rRNA) gene shared 99-100% similarity with the corresponding H. canis isolates. This epidemiological survey revealed a high prevalence of H. canis in dogs from several provinces in Turkey, and it suggests that the age and origin are associated with the parasite. ¬"	81356	"A molecular and parasitological survey of Hepatozoon canis in domestic dogs in Turkey"	"A molecular and parasitological survey of Hepatozoon canis in domestic dogs in Turkey | In this study, asymptomatic dogs in nine provinces of Turkey were surveyed to investigate the prevalence and intensity of Hepatozoon canis infection. DNA obtained from blood samples collected from 694 domestic dogs (243 stray, 288 shelter, and 163 pets) of both genders and varying ages were evaluated by polymerase chain reaction (PCR). In addition, 285 thin blood smears prepared from these blood samples were also evaluated for microscopic examination. Direct microscopy revealed Hepatozoon gamonts in the peripheral blood of three of 285 (1.0%; 95% confidence interval (CI): 0.21-3.04) tested. Using PCR, 155 of the 694 (22.3%; 95% CI: 19.28-25.61) were found to be positive for the presence of H. canis DNA. The prevalence of infection was higher in adult dogs (26.2%; 95% CI: 22.1-30.7) than young animals (16.4%; 95% CI: 12.2-21.3). Although the prevalence determined by PCR was higher in male dogs (24.5%; 95% CI: 19.6-29.9) than in female dogs (20.8%; 95% CI: 16.9-25.1), gender differences were not significant. Pet dogs had a lower prevalence of infection (10.4%; 95% CI: 6.2-16.2) compared to stray (26.3%; 95% CI: 20.9-32.3) and shelter dogs (25.7%; 95% CI: 20.7-31.1), but no significant association between stray and shelter dogs was found for the presence of the parasite. Partial sequences of the 18S ribosomal RNA (rRNA) gene shared 99-100% similarity with the corresponding H. canis isolates. This epidemiological survey revealed a high prevalence of H. canis in dogs from several provinces in Turkey, and it suggests that the age and origin are associated with the parasite. ¬"
"Background: Although many vector-borne agents are potential zoonoses and cause substantial morbidity and mortality in dogs worldwide, there are limited data on these organisms in dogs of China. Methods: Quantitative PCRs for vector-borne agents were performed to investigate their prevalences in convenience whole blood samples obtained from 1114 dogs from 21 veterinary clinics and a commercial dog breeding facility in ten provinces of China. In addition, the PCRs were performed on 146 Rhipicephalus sanguineus senso lato and 37 Linognathus setosus collected from dogs in the commercial dog breeding facility. Results: DNAs of Babesia gibsoni and B. vogeli (1.2 %), Ehrlichia canis (1.3 %), Hepatozoon canis (1.8 %) and Theileria orientalis (0.1 %) or a closely related organism were detected in the bloods of the dogs studied, and Babesia vogeli (3.4 %) and Ehrlichia canis (4.1 %) in R. sanguineus senso lato. The qPCRs for Anaplasma spp., Dirofilaria immitis and Leishmania spp. were negative for all blood samples, ticks and lice. At least one vector-borne agent was found in dogs from 5 of the 10 provinces investigated in this study. Overall, 4.4 % (49/1117) of the dogs studied were positive for at least one vector-borne agent with the prevalence being highest in the commercial breeding colony (24/97; 24.7 %). Conclusions: Our study confirms that B. vogeli, B. gibsoni, H. canis, and E. canis occur in China. Also, we present evidence that T. orientalis or a closely related organism can infect dogs. ¬"	81297	"Molecular detection of vector-borne agents in dogs from ten provinces of China"	"Molecular detection of vector-borne agents in dogs from ten provinces of China | Background: Although many vector-borne agents are potential zoonoses and cause substantial morbidity and mortality in dogs worldwide, there are limited data on these organisms in dogs of China. Methods: Quantitative PCRs for vector-borne agents were performed to investigate their prevalences in convenience whole blood samples obtained from 1114 dogs from 21 veterinary clinics and a commercial dog breeding facility in ten provinces of China. In addition, the PCRs were performed on 146 Rhipicephalus sanguineus senso lato and 37 Linognathus setosus collected from dogs in the commercial dog breeding facility. Results: DNAs of Babesia gibsoni and B. vogeli (1.2 %), Ehrlichia canis (1.3 %), Hepatozoon canis (1.8 %) and Theileria orientalis (0.1 %) or a closely related organism were detected in the bloods of the dogs studied, and Babesia vogeli (3.4 %) and Ehrlichia canis (4.1 %) in R. sanguineus senso lato. The qPCRs for Anaplasma spp., Dirofilaria immitis and Leishmania spp. were negative for all blood samples, ticks and lice. At least one vector-borne agent was found in dogs from 5 of the 10 provinces investigated in this study. Overall, 4.4 % (49/1117) of the dogs studied were positive for at least one vector-borne agent with the prevalence being highest in the commercial breeding colony (24/97; 24.7 %). Conclusions: Our study confirms that B. vogeli, B. gibsoni, H. canis, and E. canis occur in China. Also, we present evidence that T. orientalis or a closely related organism can infect dogs. ¬"
"Visceral leishmaniasis is an infectious disease of chronic, emerging and zoonotic nature that presents various degrees of severity. In Brazil, this illness is caused by Leishmania infantum (Leishmania chagasi), which is transmitted by the bite of the sand fly Lutzomyia longipalpis, and dogs are its main reservoir. Given the increasing spread of this disease across Brazil, the aim of this study was to report on six cases of canine visceral leishmaniasis, diagnosed in June 2013, in the city of Pedregulho, State of S√£o Paulo, considered to be a non-endemic area and free of phlebotomine sand flies. The diagnosis was based on clinical signs of the patients and additional tests (serological and parasitological). It was concluded that the diagnosis of leishmaniasis is complex because the clinical signs are similar to other systemic diseases, thus justifying the importance of parasitological test of bone marrow, considered ‚Äúgold standard‚Äù, in the confirmation of the disease. In addition, the area was not, until now, considered risk place, despite notification. ¬"	81416	"Description of six autochthonous cases of canine visceral leishmaniasis diagnosed in pedregulho (S√£o paulo, brazil)"	"Description of six autochthonous cases of canine visceral leishmaniasis diagnosed in pedregulho (S√£o paulo, brazil) | Visceral leishmaniasis is an infectious disease of chronic, emerging and zoonotic nature that presents various degrees of severity. In Brazil, this illness is caused by Leishmania infantum (Leishmania chagasi), which is transmitted by the bite of the sand fly Lutzomyia longipalpis, and dogs are its main reservoir. Given the increasing spread of this disease across Brazil, the aim of this study was to report on six cases of canine visceral leishmaniasis, diagnosed in June 2013, in the city of Pedregulho, State of S√£o Paulo, considered to be a non-endemic area and free of phlebotomine sand flies. The diagnosis was based on clinical signs of the patients and additional tests (serological and parasitological). It was concluded that the diagnosis of leishmaniasis is complex because the clinical signs are similar to other systemic diseases, thus justifying the importance of parasitological test of bone marrow, considered ‚Äúgold standard‚Äù, in the confirmation of the disease. In addition, the area was not, until now, considered risk place, despite notification. ¬"
"Background: Limited information is available about the species of ticks infesting the cat and the pathogens that they harbor. The aims of the present study were to identify the species of ticks removed from cats living in Sicily and Calabria (Italy) and to detect DNA of vector-borne pathogens in the same ticks. Findings: Morphological identification of 132 adult ticks collected throughout the year from cats was carried out. Real-time PCRs for Hepatozoon felis, Piroplasmid, Ehrlichia/Anaplasma spp., Rickettsia spp., Bartonella spp., Mycoplasma spp. and Leishmania infantum were performed from each individual tick. Ticks belonging to Rhipicephalus (R. sanguineus sensu lato, R. pusillus) and Ixodes (I. ricinus, I. ventalloi) genera were identified. Ixodes ventalloi was the most frequently found tick species (47 %). The positivity rate to at least one pathogen was 14.4 % (19/132 ticks). Leishmania infantum, Rickettsia spp. (R. monacensis and R. helvetica), Bartonella spp. (B. clarridgeiae), Piroplasmid (Babesia vogeli), and Ehrlichia/Anaplasma spp. (E. canis) DNAs were amplified in 8.3, 5.3, 1.5, 0.75 and 0.75 % of ticks, respectively. Hepatozoon felis, Anaplasma spp. and hemotropic Mycoplasma spp. DNAs were not detected. Four (21.1 %) out of nineteen positive ticks were co-infected. Conclusions: This study provides novel data about ticks infesting cats and the DNA of pathogens that they harbor. In Southern Italy, anti-tick prophylaxis should be implemented throughout the year in cats without neglecting winter time. ¬"	81294	"Ticks and associated pathogens collected from cats in Sicily and Calabria (Italy)"	"Ticks and associated pathogens collected from cats in Sicily and Calabria (Italy) | Background: Limited information is available about the species of ticks infesting the cat and the pathogens that they harbor. The aims of the present study were to identify the species of ticks removed from cats living in Sicily and Calabria (Italy) and to detect DNA of vector-borne pathogens in the same ticks. Findings: Morphological identification of 132 adult ticks collected throughout the year from cats was carried out. Real-time PCRs for Hepatozoon felis, Piroplasmid, Ehrlichia/Anaplasma spp., Rickettsia spp., Bartonella spp., Mycoplasma spp. and Leishmania infantum were performed from each individual tick. Ticks belonging to Rhipicephalus (R. sanguineus sensu lato, R. pusillus) and Ixodes (I. ricinus, I. ventalloi) genera were identified. Ixodes ventalloi was the most frequently found tick species (47 %). The positivity rate to at least one pathogen was 14.4 % (19/132 ticks). Leishmania infantum, Rickettsia spp. (R. monacensis and R. helvetica), Bartonella spp. (B. clarridgeiae), Piroplasmid (Babesia vogeli), and Ehrlichia/Anaplasma spp. (E. canis) DNAs were amplified in 8.3, 5.3, 1.5, 0.75 and 0.75 % of ticks, respectively. Hepatozoon felis, Anaplasma spp. and hemotropic Mycoplasma spp. DNAs were not detected. Four (21.1 %) out of nineteen positive ticks were co-infected. Conclusions: This study provides novel data about ticks infesting cats and the DNA of pathogens that they harbor. In Southern Italy, anti-tick prophylaxis should be implemented throughout the year in cats without neglecting winter time. ¬"
"Background: Cutaneous leishmaniasis is a disease transmitted by sand fly bites. This disease is highly prevalent in Syria where Leishmania major and Leishmania tropica are the known aetiological agents. In 2011, more than 58,000 cases were reported in the country by the Ministry of Health. The central region of the country harbors 20 % of the reported cases. However, the epidemiology of the disease in this area is not well understood. An epidemiological survey was conducted in 2010 to identity the circulating parasite and the sand fly vector in the central provinces of Edlib and Hama. Methods: Sand fly specimens were collected using CDC light traps and identified morphologically. Total DNA was extracted from the abdomens of female specimens and from Giemsa-stained skin lesion smears of 80 patients. Leishmania parasites were first identified by sequencing the ITS1 gene amplicons. Then polymorphism analysis was performed using the RFLP technique. Results: A total of 2142 sand flies were collected. They belonged to eight species, among which Phlebotomus sergenti and Phlebotomus papatasi were the most predominant. L. tropica ITS1 gene was amplified from two pools of P. sergenti specimens and from skin smears of cutaneous leishmaniasis patients. This suggests that P. sergenti is the potential vector species in the study area. The digestion profiles of the obtained amplicons by TaqI restriction enzyme were identical for all analysed L. tropica parasites. Moreover, L. infantum ITS1 gene was amplified from two pools of Phlebotomus tobbi in the relatively humid zone of Edlib. Conclusions: L. tropica is confirmed to be the aetiological agent of cutaneous leishmaniasis cases in the central provinces. RFLP technique failed to show any genetic heterogeneity in the ITS1 gene among the tested parasites. The molecular detection of this parasite in human skin smears and in P. sergenti supports the vector status of this species in the study area. The detection of L. infantum in P. tobbi specimens indicates a potential circulation of this parasite in the humid zone of Edlib. Further epidemiological studies are needed to evaluate the burden of this visceral parasite in the study region. ¬"	81292	"Cutaneous leishmaniasis in the central provinces of Hama and Edlib in Syria: Vector identification and parasite typing"	"Cutaneous leishmaniasis in the central provinces of Hama and Edlib in Syria: Vector identification and parasite typing | Background: Cutaneous leishmaniasis is a disease transmitted by sand fly bites. This disease is highly prevalent in Syria where Leishmania major and Leishmania tropica are the known aetiological agents. In 2011, more than 58,000 cases were reported in the country by the Ministry of Health. The central region of the country harbors 20 % of the reported cases. However, the epidemiology of the disease in this area is not well understood. An epidemiological survey was conducted in 2010 to identity the circulating parasite and the sand fly vector in the central provinces of Edlib and Hama. Methods: Sand fly specimens were collected using CDC light traps and identified morphologically. Total DNA was extracted from the abdomens of female specimens and from Giemsa-stained skin lesion smears of 80 patients. Leishmania parasites were first identified by sequencing the ITS1 gene amplicons. Then polymorphism analysis was performed using the RFLP technique. Results: A total of 2142 sand flies were collected. They belonged to eight species, among which Phlebotomus sergenti and Phlebotomus papatasi were the most predominant. L. tropica ITS1 gene was amplified from two pools of P. sergenti specimens and from skin smears of cutaneous leishmaniasis patients. This suggests that P. sergenti is the potential vector species in the study area. The digestion profiles of the obtained amplicons by TaqI restriction enzyme were identical for all analysed L. tropica parasites. Moreover, L. infantum ITS1 gene was amplified from two pools of Phlebotomus tobbi in the relatively humid zone of Edlib. Conclusions: L. tropica is confirmed to be the aetiological agent of cutaneous leishmaniasis cases in the central provinces. RFLP technique failed to show any genetic heterogeneity in the ITS1 gene among the tested parasites. The molecular detection of this parasite in human skin smears and in P. sergenti supports the vector status of this species in the study area. The detection of L. infantum in P. tobbi specimens indicates a potential circulation of this parasite in the humid zone of Edlib. Further epidemiological studies are needed to evaluate the burden of this visceral parasite in the study region. ¬"
"Background: Visceral leishmaniasis is an emerging zoonosis and its geographic distribution is restricted to tropical and temperate regions. Most of the individuals infected in Latin America are in Brazil. Despite the control measures that have been adopted, the disease is spreading throughout new regions of the country. Domestic dogs are involved in the transmission cycle and are considered to be the main epidemiologic reservoir of Leishmania infantum (syn. L. chagasi). Our aim was to determine the prevalence of canine leishmaniasis (CL) and Ehrlichiosis infection in Presidente Prudente as well as the spatial dispersion of the disease in the western region of S√£o Paulo state. Methods: Dogs underwent clinical examination and symptoms related to CL were recorded. Anti- Leishmania antibodies were detected using ELISA, rK39-immunocromatographic tests (DPP), and an indirect fluorescent antibody test (IFAT). Anti-E. canis antibodies were detected by IFAT. A follow-up was conducted in dogs that were positive in the ELISA at the baseline study. Data on the spatial distribution of L. longipalpis and CL in S√£o Paulo state were obtained from Brazilian public health agencies. Results: Serum samples from 4547 dogs were analyzed. The seroprevalence of CL was 11.2 % by ELISA and 4.5 % by IFAT. In the follow-up, seroprevalence was 32.9 % by ELISA, 15.3 % by IFAT, 11.8 % by DPP test, and 66.5 % for E. canis. There was a significant positive association between Leishmania and E. canis infection (P < 0.0001). In the follow-up, clinical examinations revealed symptoms compatible with CL in 33.5 % of the dogs. L. longipalpis was found in 24 and CL in 15 counties of the Presidente Prudente mesoregion. The dispersion route followed the west frontier of S√£o Paulo state toward Paran√° state. Conclusions: Low CL and high ehrlichiosis prevalence rates were found in Presidente Prudente city. This emerging focus of CL is moving through the western region of S√£o Paulo state toward the border of Paran√° state. Integrated actions to fight the vector, parasites, infected dogs, and humans are needed to monitor the disease and implement strategies for epidemiologic control. ¬"	81288	"The shadows of a ghost: A survey of canine leishmaniasis in Presidente Prudente and its spatial dispersion in the western region of S√£o Paulo state, an emerging focus of visceral leishmaniasis in Brazil"	"The shadows of a ghost: A survey of canine leishmaniasis in Presidente Prudente and its spatial dispersion in the western region of S√£o Paulo state, an emerging focus of visceral leishmaniasis in Brazil | Background: Visceral leishmaniasis is an emerging zoonosis and its geographic distribution is restricted to tropical and temperate regions. Most of the individuals infected in Latin America are in Brazil. Despite the control measures that have been adopted, the disease is spreading throughout new regions of the country. Domestic dogs are involved in the transmission cycle and are considered to be the main epidemiologic reservoir of Leishmania infantum (syn. L. chagasi). Our aim was to determine the prevalence of canine leishmaniasis (CL) and Ehrlichiosis infection in Presidente Prudente as well as the spatial dispersion of the disease in the western region of S√£o Paulo state. Methods: Dogs underwent clinical examination and symptoms related to CL were recorded. Anti- Leishmania antibodies were detected using ELISA, rK39-immunocromatographic tests (DPP), and an indirect fluorescent antibody test (IFAT). Anti-E. canis antibodies were detected by IFAT. A follow-up was conducted in dogs that were positive in the ELISA at the baseline study. Data on the spatial distribution of L. longipalpis and CL in S√£o Paulo state were obtained from Brazilian public health agencies. Results: Serum samples from 4547 dogs were analyzed. The seroprevalence of CL was 11.2 % by ELISA and 4.5 % by IFAT. In the follow-up, seroprevalence was 32.9 % by ELISA, 15.3 % by IFAT, 11.8 % by DPP test, and 66.5 % for E. canis. There was a significant positive association between Leishmania and E. canis infection (P < 0.0001). In the follow-up, clinical examinations revealed symptoms compatible with CL in 33.5 % of the dogs. L. longipalpis was found in 24 and CL in 15 counties of the Presidente Prudente mesoregion. The dispersion route followed the west frontier of S√£o Paulo state toward Paran√° state. Conclusions: Low CL and high ehrlichiosis prevalence rates were found in Presidente Prudente city. This emerging focus of CL is moving through the western region of S√£o Paulo state toward the border of Paran√° state. Integrated actions to fight the vector, parasites, infected dogs, and humans are needed to monitor the disease and implement strategies for epidemiologic control. ¬"
"Objectives: French Polynesia is a high epidemic/endemic area for arthropod-borne viruses (arboviruses). We recently reported the silent circulation of Ross River virus and absence of active transmission of chikungunya virus (CHIKV) among blood donors sampled before the emergence of Zika virus (ZIKV) and CHIKV in French Polynesia. In this study, the prevalence of the four serotypes of dengue virus (DENV) and the occurrence of circulation of other arboviruses were investigated in blood donors in French Polynesia. Methods: Serum samples from 593 blood donors collected between July 2011 and October 2013 were tested by ELISA for the presence of immunoglobulin G antibodies against each of the four DENV serotypes, ZIKV, Japanese encephalitis virus (JEV), and West Nile virus (WNV). Results: It was found that 80.3%, 0.8%, 1.3%, and 1.5% of blood donors were seropositive for at least one DENV serotype, ZIKV, JEV, and WNV, respectively. Conclusions: These results corroborate the expected high transmission of DENV and conversely suggest that no active circulation of ZIKV, JEV, and WNV occurred in French Polynesia before 2011. Information provided by this study may be useful for public health authorities to improve surveillance and implement strategies to prevent the transmission of arboviruses. ¬"	81269	"Seroprevalence of arboviruses among blood donors in French Polynesia, 2011-2013"	"Seroprevalence of arboviruses among blood donors in French Polynesia, 2011-2013 | Objectives: French Polynesia is a high epidemic/endemic area for arthropod-borne viruses (arboviruses). We recently reported the silent circulation of Ross River virus and absence of active transmission of chikungunya virus (CHIKV) among blood donors sampled before the emergence of Zika virus (ZIKV) and CHIKV in French Polynesia. In this study, the prevalence of the four serotypes of dengue virus (DENV) and the occurrence of circulation of other arboviruses were investigated in blood donors in French Polynesia. Methods: Serum samples from 593 blood donors collected between July 2011 and October 2013 were tested by ELISA for the presence of immunoglobulin G antibodies against each of the four DENV serotypes, ZIKV, Japanese encephalitis virus (JEV), and West Nile virus (WNV). Results: It was found that 80.3%, 0.8%, 1.3%, and 1.5% of blood donors were seropositive for at least one DENV serotype, ZIKV, JEV, and WNV, respectively. Conclusions: These results corroborate the expected high transmission of DENV and conversely suggest that no active circulation of ZIKV, JEV, and WNV occurred in French Polynesia before 2011. Information provided by this study may be useful for public health authorities to improve surveillance and implement strategies to prevent the transmission of arboviruses. ¬"
"Leishmania infantum is the etiological agent of the Visceral Leishmaniasis (VL) disease in America, with Lutzomyia longipalpis phlebotomine sandflies as its proven vectors in Argentina, and infected dogs as its main urban reservoir. In Puerto Iguaz√∫ City (Misiones province, Argentina), human and canine cases of VL were recorded. Additionally, in the rural area known as \"2000 Hect√°reas\", less than 10 km away from the city, several human cases of Tegumentary Leishmaniasis (TL) were registered determining an endemic area with Leishmania braziliensis as the etiological agent. Because of this, several phlebotomine captures were done in this site showing that Nyssomyia whitmani is the most abundant sandfly followed by Migonemyia migonei. In this study, three of the sandflies captured were found infected whit L. infantum parasites, detected by PCR and sequencing. Two of them were N. whitmani and the other one was a M. migonei specimen, being this the first report of L. infantum natural infection for Argentina in these sandfly species. N. whitmani is the main vector of L. braziliensis in this area, and M. migonei has been suggested as a putative vector in other locations where human and canine cases of VL where reported with L. longipalpis apparently absent. In this context, we consider necessary further studies that could define the role of M. migonei and N. whitmani as specific or permissive vectors of L. infantum, their vectorial competence and capacity, and their actual role in the transmission of both Tegumentary and Visceral Leishmaniasis in the study area. ¬"	81267	"First description of Migonemyia migonei (Fran√ßa) and Nyssomyia whitmani (Antunes & Coutinho) (Psychodidae: Phlebotominae) natural infected by Leishmania infantum in Argentina"	"First description of Migonemyia migonei (Fran√ßa) and Nyssomyia whitmani (Antunes & Coutinho) (Psychodidae: Phlebotominae) natural infected by Leishmania infantum in Argentina | Leishmania infantum is the etiological agent of the Visceral Leishmaniasis (VL) disease in America, with Lutzomyia longipalpis phlebotomine sandflies as its proven vectors in Argentina, and infected dogs as its main urban reservoir. In Puerto Iguaz√∫ City (Misiones province, Argentina), human and canine cases of VL were recorded. Additionally, in the rural area known as \"2000 Hect√°reas\", less than 10 km away from the city, several human cases of Tegumentary Leishmaniasis (TL) were registered determining an endemic area with Leishmania braziliensis as the etiological agent. Because of this, several phlebotomine captures were done in this site showing that Nyssomyia whitmani is the most abundant sandfly followed by Migonemyia migonei. In this study, three of the sandflies captured were found infected whit L. infantum parasites, detected by PCR and sequencing. Two of them were N. whitmani and the other one was a M. migonei specimen, being this the first report of L. infantum natural infection for Argentina in these sandfly species. N. whitmani is the main vector of L. braziliensis in this area, and M. migonei has been suggested as a putative vector in other locations where human and canine cases of VL where reported with L. longipalpis apparently absent. In this context, we consider necessary further studies that could define the role of M. migonei and N. whitmani as specific or permissive vectors of L. infantum, their vectorial competence and capacity, and their actual role in the transmission of both Tegumentary and Visceral Leishmaniasis in the study area. ¬"
