"Refid"	"Author"	"Title"	"content"
1898	"A. D. Shelud'ko"	"The acacia soft scale"	"Parthenolecanium corni (Bch.) is widely distributed in the Ukraine, where it infests numerous plants, trees and bushes (and occasionally grasses), especially plum, hazel [Corylus avellana] and false acacia [Robinia pseudacacia]. In the second half of August 1975, it was observed infesting soy bean on one farm in the Crimea, and in the same year it occurred on watermelon at several places in the Ukraine. It had evidently migrated to these crops from shelter belts of R. pseudacacia and other food-plants (on which infestation was 17-100%). Eggs were numerous on soy bean and watermelon, and more so than on the wild food-plants mentioned. Populations on the two crops varied indirectly with the distance from the shelter belts and directly with the degree of infestation of the trees. No infestation was observed at distances greater than 300 m, while at distances of 50-60 and 3-15 m there were 1-2 and 3-4 or more individuals per watermelon plant. Both early and late varieties of watermelon were attacked. On soy bean, the insects occurred mainly on the lower parts of the stems, and infestation reached 9-17 at 12 m from the trees with 45-62% of the crop affected, 5-9 at 13-30 m with 26-40% infestation, 3-4 with 20% infestation at 32-50 m and 1-2 with 7-8% at 100 m. All varieties of soy bean (both indigenous and introduced) seemed susceptible to infestation, but there were some differences between them. For prevention of attack, isolation from sources of infestation is essential, and forest belts can be sprayed with DNOC in early spring if the insect becomes numerous on R. pseudacacia."
355	"J.-Y. Baugnee"	"Parectopa robiniella (Lepidoptera: Gracillariidae), a leafminer of black locust Robinia pseudoacacia, new to the Belgian fauna"	"Some mines of Parectopa robiniella Clemens, 1863 (Lepidoptera: Gracillariidae) were found on 17 August 2007 on Robinia pseudoacacia L. (Fabaceae) in the valley of the river Lesse at Hour (Province of Namur). It is the first time that this Nearctic species was found in the Benelux. Information on the biology and distribution of this species are provided."
1102	"H. H. Ho"	"Phytophthora cinnamomi var robinae var nova on black locust in Jiangsu province of China"	"The dominant pathogen causing stem rot or bark canker of black locust trees (Robinia pseudoacacia) in Jiangsu Province of China, previously identified as Phytophthora cinnamomi, P. cinnamomi atypical forms, P. richardiae and R robinicola is now renamed P. cinnamomi var. robiniae var. nov."
1057	"H. M. Takallouzadeh, K. Kamali, A. A. Talebi and Y. Fathipour"	"Effect of two host plants and various temperatures on population growth parameters of Aphis craccivora Koch, (Hom.: Aphididae)"	"Effects of two host plants, alfalfa (Medicago sativa L.) and locust tree (Robinia pseudacacia L.) and constant temperatures 16, 20 and 30degreeC were studied on alfalfa black aphid in growth chamber conditions (55 +- 5% R. H., L:D 14:10 H. and mentioned constant temperatures) during 2000-2001 in Kerman, Iran. The objective of this investigation was to identify growth rate of aphid population in various temperatures and host plants. The results indicated that net reproduction rate (R0) of aphid in 16 +- 2degreeC on alfalfa and locust tree was 40/2992 and 34/16242 respectively. Gross reproductive rate (GRR) was also 66/3965 and 72/0972 respectively. In 20 +- 2degreeC, R0 and GRR on alfalfa were 93/2996 and 100/51 and on locust tree 76/514 and 83/34 respectively. In 30 +- 2degreeC these factors were 34/9053 and 50/9877 on alfalfa and 4/4298 and 5/43 on locust tree respectively. The stable population parameters of alfalfa black aphid include intrinsic rate of natural increases (rm), finite rate of increases (lambda), intrinsic birth rate (b), intrinsic death rate (d), doubling time (DT), mean generation time (T) and rate of weekly multiplication (rw) which were calculated in mentioned temperatures and host plants. The (rm) and (T) in 16, 20 and 30degreeC were 0/1859, 19/8834; 0/2865, 15/832 and 0/4462, 7/962 on alfalfa and were 0/1930, 18/2960; 0/2902, 14/946 and 0/1596, 9/3255 on locust tree respectively. The results of this investigation indicated that temperatures and host plants had considerable effects on growth parameters of alfalfa black aphid."
2502	"R. Milosavljevic"	"H. cunea - a problem of great importance for the Jugoslav economy"	"H. cunea, first observed in summer 1949 in the Vojvodina (N.E. Jugoslavia), spread during the 3 following years to the west and south over a distance of 180 km., reaching Croatia. In 1950 and 1951, two complete generations were observed each year, and a third generation (not complete) appeared in 1951 owing to a warm autumn. Imagos of the first generation appeared in May and 1st-generation larvae in June, and imagos and larvae of the 2nd generation in July and August, respectively. During]950-1 H. cunea attacked, in the first place, Morus but also 38 other species of fruit, forest, and ornamental trees, bushes and plant crops, including Prunus, Pyrus, Cydonia, Juglans, Corylus, Vitis vinifera, Acer, Quercus, Populus, Salix, Ulmus Fraxinus, Tilia, Robinia, and Platanus. So far the chief method of control has been to cut off and burn the larvae-infested twigs. DDT has proved the most effective of the insecticides used. KEYWORDS: Forest protection \ Insect pests of trees \ Insecticides 'DDT' \ Protection forest"
807	"P. N. Buhl and C. Duso"	"Platygaster robiniae n. sp (Hymenoptera : Platygastridae) parasitoid of Obolodiplosis robiniae (Diptera : Cecidomyiidae) in Europe"	"The gall midge Obolodiplosis robiniae (Haldeman) (Diptera Cecidomyiidae), originating from North America and damaging to black locust (Robinia pseudoacacia L.), was detected for the first time in Europe (northern Italy) in 2003. In the subsequent years, the distribution of this O. robiniae in Europe has rapidly expanded and severe symptoms on plants were observed in a number of geographic areas. In Italy, O. robiniae populations are affected by various natural enemies, in particular by a parasitoid in the family Platygastridae. The species involved in parasitism, Platygaster robiniae, is described in this article."
1162	"A. Harman, J. Winter and D. Harman"	"Myctolaimellus robiniae n. sp (Diplogasterida : Cylindrocorporidae) from larval cavities of the locust borer, Megacyllene robiniae Forster"	"A new nematode species of the family Cylindrocorporidae and the genus Myctolaimellus from subcortical cavities made by the locust borer (Megacyllene robiniae Forster) in black locust (Robinia pseudoacacia L.) is described. Males of the new species have a length of 700 to 1,050 mum; a bursate tail, peloderan with nine pairs of rays; and knobbed, curved spicules with tips bending gently into a hook. The distinctive gubernaculum is half the length of the spicules, deeply grooved longitudinally along both its dorsal and ventral surfaces, and has a spoon-shaped end. Females have a length of 830 to 1,340 pm, an amphidelphic reproductive tract with long ovaries crossing each other to extend beyond the equatorial vulva, and a gradually tapering tail."
1990	"N. N. Kuznetsov"	"Mites of the genus Paralorryia (Tydeidae) from the Crimea"	"The Crimean species of Paralorryia discussed include Paralorryia leptonychotes (Womersley) from Pinus sp., Paralorryia mali (Oud.) and P. ferula (Baker) from Prunus cerasifera, and six new species, Paralorryia incrustata from Crataegus pojarkovi, P. latiuscula from Robinia pseudacacia, P. scabriseta from Lavandula spica, Paralorreyia longiuscula from Prunus (Cerasus) avium and Pseudosasa japonica, P. subularis from Zelcova sp. and Cedrus libani, and P. ocellata from Hibiscus syriacus.."
2534	"A. Prihoda"	"Two Septoria diseases of forest trees"	"Describes pathological changes in the leaves of Robinia pseudoacacia and of Sorbus aucuparia produced by Septoria curvata and S. aucupariae respectively. KEYWORDS: foliage \ plant diseases \ fungal diseases \ Robinia pseudoacacia disease \ Sorbus aucuparia"
245	"M. Chi, H. Qian, Y. Zhao, J. Jing, C. Liang and J. Huang"	"The identification of powdery mildew caused by Erysiphe palczewskii on Robinia pseudoacacia"	"Robinia pseudoacacia powdery mildew occurred seriously in Qingdao district in 2015,with the disease rate up to 50%. The complete internal transcribed spacer (ITS) region of rDNA of the fungus was amplified with primers ITS1 and ITS4 and sequenced. The resultant 622 bp sequence was deposited in GenBank (Accession No. KT375087). A GenBank BLAST search of the Chinese isolate showed 99% similarity with E. palczewskii (Accession No. LC010048,LC009982,GQ497277). In short,morphological and molecular approaches allowed us to identify the fungal pathogen as Erysiphe palczewskii. This is the first report of E. palczewskii infecting R. pseudoacacia in Shandong province. The results of this study will contribute to R. pseudoacacia powdery mildew control. 刺槐(Robinia pseudoacacia L.)又名洋槐,属蝶形花科刺槐属的落叶乔木。原生于北美洲,现被广泛引种到亚洲、欧洲等地。刺槐白粉病是刺槐叶部、嫩枝病害,能降低叶片光合作用,严重 的引起叶部畸形、茎尖和枝梢枯死。 Braun最早记载中国刺槐白粉病病原菌为Microsphaera subtrichotoma。刺槐白粉病在日本也有报道,引起白粉病的病原菌为Erysiphe subtrichotoma。近几年,Liu等报道内蒙古刺槐白粉病的病原菌为E. palczewskii。2015年,刺槐白粉病在青岛地区发病严重,发病率高达50%,且危害严重。本文通过病原菌生物学形态鉴定和ITS序列分析明确 了该病原菌分类地位,为病害防治提供依据。"
1921	"G. S. Kislyi and V. T. Pokozii"	"The trophic peculiarities of nodule weevils"	"Species of Sitona are widely distributed pests of leguminous plants. In the Sumi region of the Soviet Union ten species are present (referred to here by the popular Russian names only) and two [S. lineatus (L.) and S. crinitus (Hbst.)] are particularly injurious. According to data in the literature, the overwintered weevils feed at first on perennial legumes and then migrate to annual or first-year perennial crops. After the harvest of annual crops, they migrate to perennials. The authors have noted that the weevils migrate not only to low-growing crops but also to leguminous trees growing in shelter belts and other sites. During 1966-73, they were seen on such trees growing close to peas and also at distances up to 1 km from them. They appeared to prefer the lower leaves, and the presence of certain tall-growing weeds favoured their movement from one tree to another. After supplementary feeding, the beetles entered hibernation in the soil beneath the crowns of the trees, returning to leguminous pasture plants in spring. The tree most frequently infested is Robinia pseudacacia."
146	"A. I. Gubin and V. V. Martynov"	"The first record of the locust digitate leafminer Parectopa robiniella (Clemens, 1863) (Lepidoptera: Gracillariidae) from Georgia"	"The locust digitate leafminer Parectopa robiniella (Clemens, 1863), recorded in the vicinity of Kutaisi in June, 2017, is newly recorded from Georgia as an invasive species and pest of the black locust Robinia pseudoacacia L."
1834	"H. Saito, S. Suwa, Z. Oana and T. Matuo"	"The site of conidia formation of causal fusaria of Fusarium-blight of mulberry tree"	"F. lateritium [Gibberella baccata] f. sp. mori conidia were formed most abundantly on the sporodochia on growing branches, especially in summer. The sporodochia collapsed and disappeared in Sept. and Oct. when most of the living branches were infected, especially in years with little rainfall. Cut branches left in and around the field produced conidia when wet. Conidia were occasionally isolated from fallen mulberry leaves, and frequently from dead branches of mulberry, Robinia pseudoacacia and Albizia julibrissin, which were placed under diseased mulberry trees under wet conditions."
1196	"N. Dimic, M. Dautbasic and B. Magud"	"Phyllonorycter robiniella Clemens, a new leaf miner species in the entomofauna of Bosnia-Herzegovina"	"A new insect species - Phyllonorycter robiniella Clemens (Lepidoptera: Gracillariidae) - leaf miner of the locust (Robinia pseudoacacia L.) was found in Bosnia-Herzegovina. Detailed description related to the pest (moth, male genitalia, damages, life circle of the species, intensity of the infestation and harmfulness) is presented here."
1584	"M. Martinez and J. P. Chambon"	"NOTES ON PARECTOPA-ROBINIELLA NEW-RECORD CLEMENS THE AMERICAN ROBINIA LEAFMINER IN FRANCE LEPIDOPTERA GRACILLARIIDAE"	"In this note Parectopa robiniella (Clemens) (Lepidoptera, Gracillariidae) is reported for the first time in France. This species, of North American origin, is a leaf miner on black locust (Robinia pseudoacacia L.). Data on the geographical distribution, morphology, biology and economic impact of this pest are indicated. The biological control by Hymenoptera Chalcidoidea is briefly discussed."
1248	"V. D. Echaves, D. M. Harman and A. L. Harman"	"Site quality in relation to damage by Locust borer, Megacyllene robiniae Forster in black locust"	"Forty-three study sites within eight counties in Maryland were utilized in an investigation of Site Index in relation to attack by the locust borer, Megacyllene robiniae (Forster), on the black locus tree, Robinia pseudoacacia L. in addition, several other factors related to borer attack intensity were tested for relationship with Site Index of black locust. Site Index was found to he negatively correlated with borer tunnels per tree, i.e., sites with higher Site Indices had statistically fewer borer attacks per tree. Positive correlation was also inferred between Site index, borer attacks, and (1) scarring from previous year's borer attacks, (2) herbaceous biomass within-site, (3) elevation above sea level, (4) soil factors, including pH, %sand, silt, and clay."
708	"F. Xu, M. Yang, X. Wei and H. Tang"	"Species and damage of pests on Robinia pseudoacacia in Guizhou"	"The species and damage of pests on Robinia pseudoacacia were investigated from 2007 to 2008 to provide a reference for control of them in Guizhou. 30 species belonging to 19 families, 5 orders were identified. The main pests, secondary pests and their natural enemies were defined preliminarily and the damage feature, biological characteristics and corresponding control methods of 5 important pests were introduced in the paper."
1246	"V. P. Heluta, D. W. Minter and C. A. B. I. Uk"	"Microsphaera palczewskii. Descriptions of Fungi and Bacteria"	"A description is provided for Microsphaera palczewskii. Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts. DISEASE: Powdery mildew of ornamental plants. Mycelium, conidiophores, conidia and ascomata form a covering of damaged green parts of the host which is first white, then dirty-grey. Infected part lose their shape. If infection levels are high, the plants may lose their ornamental qualities. HOSTS: Caragana arborescens, C. boisii, C. brevispina, C. decorticans, C. fruticosa, C. manchurica, C. microphylla, C. mollis, C. spinosa, C. ussuriensis, Robinia pseudacacia. [Type species - Caragana arborescens] GEOGRAPHICAL DISTRIBUTION: Asia (temperate areas only): China, Kazakhstan, Russia (Altai, Russian far east, southern Siberia), Turkmenistan. Europe (introduced): Belarus, Germany, Latvia, Lithuania, Poland, Rumania, Russia (European part), Slovakia, Spain, Sweden, Ukraine. TRANSMISSION: By wind-dispersed conidia. The role of ascospores in disease transmission is unknown, although it has been supposed that they can cause the initial stage of the disease. Infection can however also be through colonies surviving in host buds."
872	"L. Mihajlovic"	"Metcalfa pruinosa (Say) (Homoptera: Auchenorrhyncha) a new harmful species for entomofauna of Serbia"	"In the early autumn 2006, a Nonarctic species of cicadas Metcalfa pruinosa (Say) (Auchenorrhyncha: Flatidae) was identified in Belgrade (Kosutnjak). In Europe, this species was identified for the first time in Italy in 1979. In Slovenia, it was identified in 1990 in west Istria, and in 2001 in the neighbourhood of Ljubljana. In the park forest Kosutnjak (Belgrade) mass occurrence of M. pruinosa was recorded in the area of about 5 ha. The larvae developed on woody species in the genera: Acer, Aesculus, Gleditchia, Robinia, Ailanthiis, Populus, Platanus, Prunus, Pyrus, Ulmus, Tilia, Cornus, Fraxinus, Quercus and Thuja, while numerous adults were found on trees and branches of the same plants."
1905	"G. C. A. v. d. Westhuizen and C. A. B. I. Uk"	"Laetiporus sulphureus. Descriptions of Fungi and Bacteria"	"A description is provided for Laetiporus sulphureus. Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts. HOSTS: On trunks, stumps and logs of Abies, Acer, Castanea, Celtis, Eucalyptus, Fraxinus, Cletitsia, Juglans, Larix, Liriodendron, Olea, Picea, Pinus, Prunus, Pseudotsuga, Quercus, Robinia, Schinus, Tamarix, Tsuga and Ulmus. DISEASE: Severe red-brown, cubical heart rot with thin sheets of white mycelium present in the cracks. Hyphae are present in the cells some distance beyond the visible signs of attack. GEOGRAPHICAL DISTRIBUTION: World wide in cool and warm temperate regions. TRANSMISSION By air-borne spores."
1996	"C. Vidano and F. Marletto"	"The American Parectopa robiniella Clemens (Lepidoptera Gracilariidae) a pest of Robinia in Europe"	"Robinia pseudacacia, which originated in North America, is common in northern Italy, and in the Po plain it is valued by bee keepers as a source of honey. No important insect pests of it were recorded from Europe until 1970, when trees in the Italian Provinces of Varese, Vercelli, Como and Novara were found to be heavily infested by a Lepidopterous leaf-miner since identified as Parectopa robiniella (Clem.), which is known to damage the tree in the United States [cf. RAE/A 26, p. 549; 54, p. 116]. The adult is described and, from observations in the field and laboratory in 1970, information is given on its bionomics. P. robiniella overwintered as a full-fed larva in a cocoon among dead leaves on the soil, and the adults appeared in April-May and oviposited in May or June on the lower surface of the leaves. The larva entered the leaf and by its feeding made a sinuous mine leading to a blotch mine beneath the lower surface, after which, 7-9 days after hatching, it moved to the upper surface, where it made a corresponding blotch mine with finger-like projections. Up to ten mines were observed on each leaf in the early stages, but more than one larva seldom completed its development. The whole mine complex took 20-25 days to construct. Damaged leaves fell prematurely. Larvae of the first (spring) generation left the leaves to make cocoons in the soil from June onwards. It is not yet known how many generations a year P. robiniella has in Italy. From overwintering cocoons collected in the field, an apterous Ichneumonid parasite of the genus Gelis was reared."
1545	"C. E. Williams"	"Damage to woody plants by the locust leafminer, Odontota dorsalis (Coleoptera: Chrysomelidae), during a local outbreak in an Appalachian oak forest"	"Feeding damage to woody plants by adults of Odontota dorsalis was estimated during a local outbreak in an oak (Quercus rubra and Q. prinus) forest in Virginia during June 1988. Thirteen woody plant species were recorded in the outbreak area, but only 6 (46.2%) were damaged by O. dorsalis. Black locust (Robinia pseudoacacia) had the heaviest damage (>50% leaf area destroyed), while Q. rubra, Q. prinus, sugar maple (Acer saccharum), Prunus serotina and hawthorn (Crataegus coccinea [C. pedicellata]) had moderate damage."
1917	"L. A. Israfilbekov"	"Materials for investigating seed mycoflora of forest trees in Azerbaijan"	"During germination 4 mainly semi-parasitic and saprophytic fungi were detected. Species of Fusarium causing seedling wilt included F. semitectum on Pinus, F. sporotrichioides on Silk Tree [Albizia julibrissin], F. solani var. coeruleum on Terebinth [Pistacia terebinthus] F. conglutinans on False Acacia [Robinia pseudoacacia] and F. solani on Persimmon [Diospyros lotus]."
1534	"K. H. Kim, S. G. Lee and C. K. Yi"	"Unrecorded tree diseases found in Korea"	"In 1986-88 on samples collected throughout the middle and N. temperate zones of Korea Republic, the following pathogens were identified: Korean pine diplodia leaf blight (Diplodia pinea) and Korean pine resinous canker (Valsa abietis) on foliage and stems of Pinus koraiensis; black locust leaf blight (Phaeoisariopsis robiniae) on Robinia pseudoacacia var. umbraculifera; jujube brown leaf spot (Calonectria kyotensis) on Zizyphus jujuba var. inermis [Ziziphus sativa]; Kubongwha brown leaf spot (C. kyotensis) on Rhododendron japonicum; silk tree leaf spot (Heterosporium albizziae) and silk tree leaf rust (Haploravenelia japonica) on Albizia julibrissin; true rush angular leaf spot (Septocylindrium rhois) on Rhus chinensis; and Amur maackia gray leaf spot (Stagonospora maackiae) on Maackia amurensis. [With English tables.]"
884	"B. Weryielinger and M. Skuhrava"	"First records of the gall midge Obolodiplosis robiniae (Haldeman) (Diptera : Cecidomyiidae) and its associated parasitoid Platygaster robiniae Buhl & Duso (Hymenoptera : Platygastridae) in Switzerland"	"In 2007 galls of the gall midge Obolodiplosis robiniae (Haldeman, 1847) (Diptera: Cecidomyiidae) were found for the first time in Switzerland on black locust trees (Robinia pseudoacacia) at four locations both north and south of the Alps. At most locations only one leaf was infested indicating that population densities are still low. At two out of the four locations the galls contained pupae clusters of the newly described parasitoid Platygaster robiniae Buhl & Duso, 2007 (Hymenoptera: Platygastridae)."
661	"J. Balint, P. Neacsu, A. Balog, J. Fail and G. Vetek"	"First record of the black locust gall midge, Obolodiplosis robiniae (Haldeman) (Diptera: Cecidomyiidae), in Romania"	"The black locust gall midge, Obolodiplosis robiniae (Haldeman), and detailed data on the currently known distribution of the pest are reported for the first time from Romania. Its rapid spread throughout Europe means a potential threat for conspicuous damage to black locust. Parasitized gall midge larvae were also observed. On the basis of the morphological characters of the parasitized larvae, the parasitoid species is most likely Platygaster robiniae."
1088	"K. A. Larson and D. M. Harman"	"Subcortical cavity dimension and inquilines of the larval locust borer (Coleoptera : Cerambycidae)"	"Subcortical, pre-tunneling cavities made by the locust borer (Megacyllene robiniae Forster) on the black locust (Robinia pseudoacacia L.) tree were studied in western Maryland on three site types: strip-mine, roadside, and old field-pasture. A number of invertebrates, associated with sap, frass, and boring dust within the cavities, were collected and identified. The more common cavity taxa included two Suborders of mites, three nitidulid genera, nematodes, and two dipteran families. Mean numbers of mites were significantly greater in strip-mine sites than in roadside and old field-pasture sites. Cavity size was not related to abundance or diversity of cavity taxa, and cavity taxa did not appear to affect locust borer survival."
