Refid	Author	Title	content
1276	C. Buttner and M. Fuhrling	Diagnosis of plant viruses in forest trees and seeds	"Studies were made to detect viruses in hardwood seeds, nursery seedlings and forest trees in Germany. Immunocapture RT-PCR was used to show that cherry leaf roll nepovirus (CLRV) isolates and strains could be detected in Betula pendula by direct sequencing of their PCR products. The virus was readily found throughout the year in seeds, leaves, male flowers, leaf buds and the cortical tissue of young twigs collected from a CLRV-infected birch-tree. In other studies, serological methods, grafting and a modified immunocapture RT-PCR (IC-RT-PCR) were used to detect apple mosaic ilarvirus (AMV), brome mosaic bromovirus (BMV), CLRV, poplar mosaic carlavirus (PMV), robinia mosaic virus [peanut stunt cucumovirus (PSV)] and diverse tobamoviruses in deciduous trees in German forests and nurseries. A conserved primer pair technique was found to be reliable for detecting different isolates of CLRV in birch forest trees and strains of this virus from other hosts such as beech, walnut and petunia hybrids. PMV was readily detected in poplar leaves, with mosaic symptoms, using IC-RT-PCR. Some viruses were detected by ELISA, e.g. AMV in Betula sp. and Carpinus sp., BMV in Fagus sylvatica, PMV in Populus sp. and RMV in Robinia sp. Tobamoviruses were detected in Acer, Sorbus and Quercus by nucleic acid hybridisation and by grafting."
791	"B. Boine, G. Naujoks and T. Stauber"	Investigations on influencing plant-associated bacteria in tissue cultures of black locust (Robinia pseudoacacia L.)	"During tissue culture of black locust (Robinia pseudoacacia L.), serious problems with plant-associated bacteria led to a reduction of propagation potential in several clones. Four dominant strains of plant-associated bacteria could be isolated and were assigned to the genera Acidovorax, Dyella, Microbacterium and Sphingomonas. Out of five essential oils tested, thyme and lemongrass oil at a concentration of 0.03% each and 0.015% of both oils in combination clearly inhibited the growth of these bacteria strains on bacteriologic medium. There were no significant differences in total bacterial population density when penicillin, thyme and lemongrass oil or thyme plus lemongrass oil were added to the plant propagation media. The use of lemongrass oil changed the proportion of dominant bacterial strains."
1610	P. M. Kirk and C. A. B. I. Uk	Phaeoisariopsis robiniae. Descriptions of Fungi and Bacteria	"A description is provided for Phaeoisariopsis robiniae. Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts. HOST: Robinia pseudoacacia (Locust tree). DISEASE: Leaf spot, the effected leaves soon turning yellow and falling. GEOGRAPHICAL DISTRIBUTION: North America (U.S.A. (VA, IA, WI)). TRANSMISSION: Presumably by air borne conidia. Survival mechanisms unknown."
1833	J. R. Galford	A trap for tree-inhabiting cerambycids	A paper trap designed in studies in Ohio for determining the species and numbers of cerambycids visiting trees was evaluated against Megacyllene robiniae (Forst.) on black locust [Robinia pseudacacia] and Enaphalodes rufulus (Hald.) on various oaks [Quercus spp.] under plantation and forest conditions in 1976-77. The results showed that the trap could be successfully used to capture the former species but required some modification for the latter. Several other cerambycid species were also captured in the trap.
1828	F. Kotlaba and Z. Pouzar	Notes on Phellinus rimosus complex (Hymenochaetaceae)	"Descriptions are given of P. badius, P. rimosus and P. robiniae, from herbarium specimens. The material of P. rimosus included some from living trunks of Robinia and Pistacia in Yugoslavia."
272	"S. M. Wagner, A. J. Martinez, Y.-M. Ruan, K. L. Kim, P. A. Lenhart, A. C. Dehnel, K. M. Oliver and J. A. White"	Facultative endosymbionts mediate dietary breadth in a polyphagous herbivore	"1. Intraspecific variation in dietary breadth can influence important ecological and evolutionary processes, yet the mechanisms generating this variation are usually unknown. Maternally transmitted bacterial symbionts frequently infect insect herbivores, and many have been shown to mediate key ecological interactions. For polyphagous herbivores, infection with particular symbionts is often strongly correlated with feeding on particular plant species, suggesting that facultative symbionts might directly determine herbivore food plant specificity. However, previous tests of this hypothesis have returned inconsistent results, providing little empirical support for a causal relationship between facultative symbiont infection and dietary breadth. 2. Here, we investigate whether heritable facultative symbionts mediate dietary breadth in the polyphagous aphid, Aphis craccivora. We first determined that asexual clones of the aphid differ dramatically in performance across two leguminous food plants, locust and alfalfa, and could be considered biotypes with distinct ecological characteristics. The heritable symbiont Arsenophonus is strongly associated with locust-origin aphids. 3. We created experimental lines that share aphid genotypes but differed with respect to Arsenophonus infection status, and compared performance across three food plant species. Naturally Arsenophonus-infected clones performed 2-4x better on locust and up to 75% worse on two alternate plant species than uninfected controls, clearly demonstrating that Arsenophonus promotes specialization on locust. In both laboratory and field experiments, uninfected locust- and alfalfa-origin clones exhibited similar and modest performance on locust, indicating that the locust-associated biotype' would not exist without Arsenophonus. 4. We also hypothesized that moving Arsenophonus, via transinfection, to an alfalfa-origin lineage would improve performance on locust and serve to expand dietary breadth. Indeed, transinfection doubled aphid performance on locust and halved aphid performance on alfalfa. However, because this aphid lineage naturally performs better on alfalfa, the transinfected symbiont functionally equalized aphid performance between locust and alfalfa, making the alfalfa biotype more generalized. Thus, the same symbiont can either reduce or expand dietary breadth, depending on host genotype. 5. Our results unequivocally demonstrate that symbiont gain or loss can instantaneously and substantially change the topology of food plant use in a polyphagous insect, modifying diet in ways that potentially influence the insect's ecological niche, evolutionary trajectory and pest status."
1213	"C. Marcone, A. Ragozzino, M. T. Cousin, R. Berges and E. Seemuller"	Phytoplasma diseases of trees and shrubs of urban areas in Europe	"In Europe, phytoplasmas cause severe yellows, witches'-broom and decline diseases of trees and shrubs grown in urban areas. Spanish broom (Spartium junceum) is affected by the spartium witches'-broom disease which is associated with phytoplasmas,of the apple proliferation (AP) and elm yellows (EY) groups. Broom (Sarothamnus scoparius) and buckthorn (Rhamnus catharticus) are affected by lethal witches'-broom diseases whose causal agents are distinct members of the AP group. An important disease of elm (Ulmus minor and others) is elm yellows, which is caused by the EY phytoplasma. Alder (Alnus glutinosa and others) and eucalyptus (Eucalyptus spp.) are affected by alder yellows and eucalyptus little-leaf disease, respectively, both induced by phytoplasmas closely related to the EY agent. Yellows diseases associated with phytoplasmas of the aster yellows group affect several species of poplar including Populus nigra 'Italica', P. alba, and P. tremula. Ornamental apples (Malus spp.) and flowering cherry (Prunus serrulata) are affected by apple proliferation and European stone fruit yellows, respectively. Other trees and shrubs affected by phytoplasmoses include black locust (Robinia pseudoacacia), hazel (Corylus maxima and C. colurna), northern red oak (Quercus rubra), hawthorn (Crataegus monogina) and weeping-willow (Salix babylonica). However, the identity of the phytoplasmas infecting these species has never been determined."
834	L. Moraal	Insect pests on trees and shrubs in forests and rural areas in 2007	"The annual overview of Dutch forest pests is presented, including several new records. Obolodiplosis robiniae was discovered on Robinia pseudoacacia for the first time, while the occurrence of Phyllonorycter robiniella has been increasing since 1998. Lymantria dispar larvae caused complete defoliation of 3 ha of willows on Beukelerberg Island, near the Philipsdam, province of Zeeland. Anoplophora chinensis was discovered on imported Acer in the Westland region. Scolytus ratzeburgi was found in birch near Warnsborn, Laag-Soeren and Deelerwoud. Platypus cylindrus was found in oaks in the Weerter Forest. Euproctis chrysorrhoea was common in coastal areas, causing allergic skin reactions in some visitors. A table is presented of population densities of 35 insect pests in 12 provinces."
1800	B. Keresztesi	The black locust	"Robinia pseudoacacia is grown extensively as a fast-growing crop in Hungary. Notes are given on cultivation, seed and plant production, afforestation, silviculture, injuries, pests and diseases, utilization, honey and forage, and environmental uses."
809	"H. Roskam, H. van der Aa, B. van As, J. Bijkerk, W. Ellis and L. Moraal"	"Explosive occurrence of Obolodiplosis robiniae (Diptera : Cecidomyiidae), a gall midge new for The Netherlands"	"After first reports from Korea and Japan in 2002, Northern Italy in 2003, and Central and Western Europe after-wards, the Nearctic gall midge species Obolodiplosis robiniae (Haldeman) has been observed in immense numbers this year in many places throughout The Netherlands. This gall midge causes leaf roll galls in False acacia Robinia pseudoacacia L. A relation is supposed between the recent world-wide interest for False acacia as tropical hardwood substitute and the expansion of this midge species."
1193	I. Szabo	Fungi having a role in inducing branch necrosis and cancer of locust tree (Robinia pseudoacacia L.)	"Recently, in the R. pseudoacacia woodlands in Hungary, symptoms of branch necrosis with bark spots have been observed. The most frequently occurring species related to this disease are Diaporthe oncostoma (anamorph Phomopsis oncostoma), Cucurbitaria elongata (anamorph Camarosporium robiniae), Massaria anomia, as well as Fusarium lateritium [Gibberella baccata] and F. avenaceum [G. avenacea] inducing cancers. The factors influencing the establishment of these fungi, on the basis of investigations made in 1997 and 1998, are analysed."
880	H. A. N. Sang-Sub	"Detection of \Candidatus phytoplasma asteris\"" Associated with Black Locust Witches' broom in Korea"""	"Typical phytoplasma witches' broom symptoms were observed in black locust (Robinia pseudoacaciaproliferation of shoots. The phytoplasmas were detected consistently in al the symptomatic samples by theamplification with phytoplasma universal primer pairs P1/P7 and R16F2n/R2, and the expected size was 1.8 kband 1.2 kb. However, the phytoplasma DNA was not detected in healthy seedling. Based on sequence analysisof amplified region, this phytoplasma has close homologies with aster yellow, mulberry dwarf, maize bushystunt, ash witches' broom and sumac witches' broom phytoplasmas, more than 99.2% but showed homologieswith black locust witches' broom (GeneBank Accesion No. AF 244363), and jujube witches' broom, 88.6% and87.7%, respectively. This phylogetic analysis indicates that the black locust witches' brom phytoplasma foundedin korea should be clasified in the Candidatus phytoplasma asteris (16Sr I) group and clearly distinct from theblack locust witches' broom group 16Sr III (peach X-disease phytoplasma group).Key worlds:black locust, witches' broom, Candidatus phytoplasma asteris, phytoplasma. ...... (Robinia pseudoacacia L.). ..... ... .... ... , ... .. ...... .. ."
1815	L. M. d. Biase and E. Calambuca	"Appendiseta robiniae (Gillette), a new species for Italy on Robinia pseudoacacia L"	"Notes are given on the morphology of the alate virginopara and nymph of Appendiseta robiniae (Gill.), which is recorded for the first time in Italy. In the early spring of 1978 the aphid was observed causing premature leaf-drop on Robinia pseudacacia in the Lazio and Campania regions, and especially on roadside trees in Rome."
1670	J. R. Galford	The locust borer	"Notes are provided on the recognition, biology, injuriousness and control of Megacyllene robiniae (Forster), a cerambycid that attacks black locust (Robinia pseudacacia) and its cultivars in the USA."
339	"S. V. Triapitsyn, T. R. Petrice, M. W. Gates and L. S. Bauer"	"Two new species of Oobius Trjapitzin (Hymenoptera, Encyrtidae) egg parasitoids of Agrilus spp. (Coleoptera, Buprestidae) from the USA, including a key and taxonomic notes on other congeneric Nearctic taxa"	"Oobius Trjapitzin (Hymenoptera, Encyrtidae) species are egg parasitoids that are important for the biological control of some Buprestidae and Cerambycidae (Coleoptera). Two species, O. agrili Zhang & Huang and O. longoi (Siscaro), were introduced into North America for classical biocontrol and have successfully established. Two new native North American species that parasitize eggs of Agrilus spp. (Buprestidae) are described and illustrated from the USA: O. minusculus Triapitsyn & Petrice, sp. n. (Michigan), an egg parasitoid of both A. subcinctus Gory on ash (Fraxinus spp.) and A. egenus Gory on black locust (Robinia pseudoacacia L.) trees, and O. whiteorum Triapitsyn, sp. n. (Pennsylvania), an egg parasitoid of A. anxius Gory on European white birch (Betula pendula Roth). A taxonomic key and notes on the Nearctic native and introduced Oobius species are also included."
154	B. Borowiak-Sobkowiak and A. Paluszkiewicz	Afidofauna associated with the decorative plants of Fabaceae family	"Studies on afidofauna associated with decorative plants of the Fabaceae family were conducted at the Botanical Garden in Poznan in 2014-2015. This paper presents the species composition of aphids colonizing legumes and describes the degree of infestation of plants by these insects. The following eight monoecious species of aphids were identified from the collected samples: Aphis craccivora, Aphis cytisorum cytisorum, Aphis cytisorum sarothamni, Acyrthosiphon pisum, Acyrthosiphon caraganae caraganae, Megoura viciae, Appendiseta robiniae and Therioaphis tenera tenera. The aphids were found on 17 species of plants, including 7 species of herbaceous plants, 6 species of shrubs and 4 species of trees. A. craccivora was the species that occupied the most plants. The greatest damages were observed on Laburnum anagyroides caused by A. cytisorum cytisorum feeding. A. caraganae caraganae also formed large colonies on Colutea orientalis, A. cytisorum sarothamni on Sarothamnus scoparius, A. craccivora on Robinia and Caragana and M. viciae on Lathyrus latifolius and Vicia amoena."
275	"Y. Yao, W. Zhao and X. Shang"	"Development of Polymorphic Microsatellite Markers of Obolodiplosis robiniae (Haldeman) (Diptera: Cecidomyiidae), a North American Pest Invading Asia"	"Microsatellite markers were developed for epidemiological studies on the black locust gall midge Obolodiplosis robiniae (Haldeman) (Diptera: Cecidomyiidae), a native North America pest introduced to Europe and Asia. Polymorphism at each locus was tested on 68 individuals from six populations reared from infected host leaves of Robinia pseudoacacia L. collected in China. Fourteen loci were found to be polymorphic, with the number of alleles ranging from 3 to 10. The observed heterozygosity varied evenly from 0.2667 to 0.6540. For populations, the observed heterozygosity ranged from 0.1429 to 1.000. The allele frequency of the predominant allele varied from 0.250 to 0.500. All loci with negative F-ST values indicated heterozygote excess in each locus with six populations. Of 14 loci, four were observed to have F-ST values up to 0.05, which indicated negligible genetic differentiation within the population. Significant deviations (P < 0.05) from the expected Hardy-Weinberg equilibrium, as evaluated using the Markov chain algorithm for each locus and for all six populations, were observed, and genotypic linkage disequilibrium was clearly detected. These markers represent a useful tool to design strategies for integrated pest management and in the study of population evolution in this important introduced pest."
673	L. Vajna	DIE-BACK AND DEATH OF YOUNG ORNAMENTAL TREES AND SHRUBS IN URBAN ENVIRONMENT	"Injury caused by engined lawnmowers is the main cause of early die-back and death of young ornamental trees and shrubs in Budapest. Results of observations of 700 young trees and shrubs (Acer, Aesculus, Betula, Catalpa, Fraxinus, Ginkgo, Gleditsia, Ligustrum, Morus Prunus, Robinia, Sorbus, Spirea and Tilia spp.), sampling of injured bark tissues and identification of stress-pathogen fungi, as contributors to the decline process are presented in this paper. Necrotrophic fungi: Cytospora, Phomopsis, Botryosphaeria, Schizophyllum, Stereum spp. are widespread contributors to the process of decline and death of young trees and shrubs. Some of stress pathogen fungi are new records in Hungary. The author notice, that some of common fungi (Schizophyllum commune, Phomopsis sp., Cytospora chrysosperma and Coniothyrium fuckelii) causing bark necrosis or dry rot of injured young trees are human pathogens too."
1939	G. A. V. Sickle	Nectoria canker: a problem on black locust in New Brunswick	"Severe dieback in 1-7 yr old Robinia pseudoacacia reclamation plantings resulted from cankers caused by N. cinnabarina. In 1973 plantings 28% of the seedlings were dead and 60% of them bore Nectria fruiting bodies. In older plantings recent mortality was <3%, but up to 80% of the trees had branch dieback over 1% to almost 100% of the crown. Infected trees were shorter and more bushy than healthy ones, and with the increased sucker growth extensive bramble patches are developing that could be difficult to control. No further planting of black locust should be considered (although spoil bank coverage has been relatively successful), particularly since pines survive and grow well."
1004	V. Nicolai	"Comparison of the phenology of Phyllonorycter robiniella (Clemens) (Lepidoptera, Gracillariidae) in Berlin and in Hesse, Germany"	"During the vegetation period 2002 the occurrence and the phenology of Phyllonorycter robiniella (CLEMENS) (Lepidoptera, Gracillariidae) in Marburg, Hesse (Germany) was determined for the first time. In the city controls and collections were conducted on leaves of black locusts (Robinia pseudoacacia L.) weekly. First ovipositions took place in late June and in total three generations followed up to the autumn. The phenology and consumption rate are compared to data of Berlin."
973	V. A. Nuzzo	Demography and habitat of Corydalis flavula (Raf.) DC. (Fumariaceae) in south-western Michigan (U.S.A.)	"Corydalis favula (Raf.) DC. is a rare winter annual in Michigan, restricted to two counties in the southwestern portion of the state. Corydalis favula density, capsule and seed production, and composition and structure of the associated groundlayer and overstory, were recorded 18-26 May 1998 in six 5,600 m(2) plots. Corydalis favula plants were sparsely dispersed, averaging 1.4 plants/m(2) and 1.1% cover in all plots. Over 95% of C. favula plants produced flowers, and 89% produced seeds. Flowering plants produced an average of 4.0 capsules, each with an average of 3.8 seeds, and seed production averaged 15.1 seeds/flowering plant, and 19.9 seeds/m(2). Over 11% of plants were browsed by deer, foliage on 3.4% of plants showed insect feeding damage, and 3.7% of capsules showed external attack. Inside capsules, insect attack was more frequent, averaging 11%. The six stands where C. favula was monitored were relatively similar: young, second growth, disturbed forests, dominated by black locust (Robinia pseudoacacia L.) and subdominated by black cherry (Prunus serotina Ehrh.). Tree density ranged from approximately 750-1250 trees/ha, and dead trees were common, accounting for an additional 28% of all trees > 10 cm dbh. Corydalis favula presence was associated with shorter groundlayer vegetation (25 cm vs 29 cm) and lower groundlayer cover (96% vs 107%), and abundance was significantly higher in both quadrats and plots with low graminoid cover and high annual and biennial cover. Corydalis favula, like other woodland annuals, is disturbance adapted, and conditions that favor growth of woodland annuals also favor the growth of C. favula."
1127	M. Maceljski and A. Mesic	Phyllonorycter robiniella Clemens: A new insect pest in Croatia	"The black locust tree (Robinia pseudoacacia) is a common tree in Croatia. Its provenience is North America. The fast increase of the airborne traffic in the last decades of the 20th century made possible the introduction of some autochthonous insect pests of this trees from America to Europe. The aphid Appendiseta robiniella was found in Europe in 1978, in 1984 in Croatia and the miner Parectopa robiniella was discovered in Europe in 1970 and in Croatia in 1983. During the year 2001 we discovered the third insect pest of the black locust tree in Croatia - the miner Phyllonorycter robiniella. This insect was firstly discovered in Europe in 1983. Phyllonorycter robiniella is causing specific leaf mines on the leaf underside. These mines are oval shaped and silver coloured. In average they cover 1.4 cm2. They are easy distinguished from the mines caused by Parectopa robiniella: the mines of Phyllonorycter are on the leaf underside and are oval shaped and the mines caused by the last four instars of the Parectopa larvae are on the leaf upperside and are ramified. The moth overwinter. The first mines appear in June. The miner has 4-5 generations. The intensity of attack is fastly increasing during the year. It is expected that both moths could make substantial damage by affecting the growth especially of young trees, causing defoliation and a poor flowering, therefore negatively influencing the aesthetic role of these trees and the beekeepers."
1809	A. United States Department of	A tenthredinid sawfly (Nematus abbotii) - Oklahoma - new state record	"Nematus abbottii (Kby.) is recorded for the first time from Oklahoma, where adults were collected in May 1976 from Robinia pseudacacia at Mannsville, Johnston County, in the south-central part of the state."
288	"T.-T. Liu, Y.-P. Cai, C.-Z. Wang and H.-H. Li"	"Biology of Chrysaster ostensackenella (Fitch), a new invasive pest of black locust Robinia pseudoacacia L. plantations, and a new record of a related species, in China"	"[Objectives] To report the biology of a new, economically important, invasive pest of the black locust Robinia pseudoacacia L, Chrysaster ostensackenella (Fitch, 1859), and a congeneric species, C. hagicola Kumata, 1961 of the family Gracillariidae in China. [Methods] The damage on leaves of the black locust and the biology of these pests were studied in the field. [Results] Chrysaster ostensackenella was recorded for the first time in China in Shandong and Liaoning Provinces. The record reported here is the only validated record of this species outside its native North American range. In Yantai, Shandong Province, C. ostensackenella had four generations a year and attacked more than 80% of the leaflets of black locust trees, resulting in an accelerated abscission of leaves. In some of the more seriously infested stands, all trees, and more than 90% of leaflets were damaged. In addition, a congeneric species, C. hagicola, was newly recorded in China, and its biology studied. Morphological and diagnostic characters of the two pests are provided to assist precise identification and biological monitoring. [Conclusion] Both species of the genus Chrysaster Kumata are found in China, of which C. ostensackenella is an invasive pest that seriously threatens the black locust, R. pseudoacacia. Relevant control measures should be undertaken by afforestation and plant quarantine departments and intensive studies conducted to fully understand this invasive species."
1776	G. Lorenzini and E. Triolo	Contribution to the knowledge of diseases of flowering plants and ornamentals in Tuscany. I. New or little known Erysiphaceae	"Identification of the perfect state was possible only for Microsphaera baeumleri (newly recorded in Italy) on Robinia Pseudoacacia and Erysiphe martii on sweet pea. Other powdery mildews were found on laurel, Platanus sp., cherry laurel, lilac, Vinca sp., dahlia, zinnia, chrysanthemum and Calendula officinalis. Possibilities of chemical control are discussed."
1425	H. A. Hespenheide	"A REVIEW OF THE GENUS TACHYGONUS (COLEOPTERA, CURCULIONIDAE) NORTH OF MEXICO"	"Examination of types of North American Tachygonus shows that there are five valid species that occur north of Mexico: T. lecontei on oaks, T. tardipes on elm, T. centralis on locust (Robinia), T. rhombus on Coursetia, and T. fulvipes on Berchemia. Characters and placement of the genus are discussed. A key to North American species is presented as well as diagnoses and figures; five new synonymies are proposed. Variation in color patterns of T. rhombus and tardipes is documented, and that in T. lecontei is analyzed geographically. Arizona populations on oak, assigned here to T. lecontei may represent more than one distinct species, but require additional collecting and perhaps biological studies to determine species limits."
1847	"G. Mihalache, D. Pirvescu, M. Caloianu and T. Popescu"	VIRAL EPIZOOTICS IN POPULATIONS INFESTED BY THE PLANT PEST LYMANTRIA-DISPAR	"In forests threatened by gypsy moth (L. dispar L.) defoliation, the population can be diminished by using nuclear polyhedrosis virus. The epizootics that can be produced with the virus were studied in Romanian oak and black locust (Robinia pseudoacacia) forests. Locust forests were the most favorable areas for the development of epizootics, producing mass mortality among the caterpillars during all stages of development. Populations of black locust trees can be considered natural reserves of polyhedrosis virus. Among oak forests, the Turkey oak (mossy oak) (Quercus cerris L.) are most favorable for setting up epizootics of adequate intensity among the caterpillars of L. dispar, especially in their early stages. The European or English oak (Q. robur and Q. pedunculata Ehrh.) are not favorable for epizootics. Concentrations of dead caterpillars at the base of trees indicates an epizootic and permits recovery of biologic material suitable for producing viral preparations suitable for future control of L. dispar."
1092	M. Idzojtic	Hosts and distribution of the white berried mistletoe (Viscum album L. ssp. album) in Croatia	"A field survey was conducted to determine the hosts and distribution of white berried mistletoe (Viscum album subsp. album), a semi-parasite on deciduous trees and shrubs, in Croatia. The white berried mistletoes appear on 45 taxons (41 species, 2 cultivars and 2 hybrids). Of the 41 species, 31 are autochthonous and 10 are allochthonous. The hosts belong to 11 families, and all were recorded in the literature except for Alnus japonica and Prunus cerasifera. The autochthonous species which can be regarded as the common hosts are: Malus pumila, Populus nigra, Pyrus communis, Salix alba and Tilia cordata. The most common among the infested allochthonous species are: Acer saccharinum and Robinia pseudoacacia. The forest cultures of Juglans nigra and Robinia pseudoacacia and the culture of Populus canadensis, P. nigra and P. deltoides are often infested. The mistletoe spread in natural stands, forest cultures, parks, non-cultivated orchards, and on solitary trees of the verge of woods and in open areas in the northern and middle parts of the country. The species was not found in the mediterranean and sub-mediterranean regions, nor in the high mountain massifs separating the continental from the mediterranean and sub-mediterranean region. The distribution of mistletoe is mosaic-like, which is due to the mosaic-like distribution of hosts, local conditions, movements of birds and others. The continuous distribution can only be observed in part of the area of narrow-leaved ash (Fraxinus angustifolia) in the middle Posavina region."
865	M. Laguerre and P. Dauphin	"Presence in France of Obolodiplosis robiniae (Haldemann) (Diptera Cecidomyiidae), cecidogen on Robinia pseudoacacia L. (Fabaceae)"	"First record in France (Gironde and Dordogne) of Obolodiplosis robiniae (HALDEMANN) (Diptera Cecidomyiidae), cecidogen on Robinia pseudoacacia L. (Fabaceae). The presence of a Hymenoptera. parasit of genus Platygaster is also reported for the first time in France (Platygastridae)."
1214	"X. Liu, S. Tian, G. Qin and R. Shen"	Examination of persimmon fasciation and black locust witches' broom with the polymerase chain reaction	"A pair of oligonucleotide primers was designed on the basis of phytoplasmal 16S rRNA (ribosomal RNA) gene sequences. Total DNA was extracted from field samples [in China] of persimmon [Diospyros] fasciation, black locust [Robinia pseudoacacia] witches' broom and healthy plant tissues of the 2 species using the amended SDS-CTAB method. PCR products of length 1.17 kb amplified from the DNA from phytoplasma-infected tissues were confirmed as phytoplasmal 16S rDNA. The findings indicated that phytoplasmas could be inspected rapidly and sensitively by the polymerase chain reaction (PCR) method using the specific primer pair F16/R16."
1330	S.-S. Lee and K.-J. Choi	Solid-culture of Lepista nuda	"The mycelia of Lepista nuda were isolated from the different basidiocarps, collected from the forests of Robinia pseudo-acaciae and mixed forests of R. pseudo-acaciae and Quercus serrata. On the different woods, the growths of mycelia collected were compared with those transferred from Applied Mycology Division, RDA. Also, the measurements of dry weight loss, as growth of mycelia, were correlated to the productions of carbon dioxide on the different wood substrates. The growth of mycelia was observed to be best on the woods of R. pseudo-acaciae; followed by the growth on the woods of Morus alba. The growth rate of mycelia appeared to be various, depending on the different kinds of wood substrates. The solid-cultures of the mycelia on the sawdust of the R. pseudo-acaciae woods and the grains of sorghum and corn were conducted, but the basidiocarps were not obtained from these. Therefore, this mycelium collected was believed to be important as new mushroom utilizing the different woods resources instead of Q. serrata."
1754	K. R. Valley	LIRIOMYZA-ROBINIAE NEW-SPECIES OF MINING LEAFLETS OF BLACK LOCUST DIPTERA AGROMYZIDAE	"L. robiniae sp. nov., an early season leaflet miner on black locust, Robinia pseudocacia L., is described from Harrisburg, Pennsylvania [USA]. Records of larval collections are given for New York, Pennsylvania, Virginia and West Virginia, and some biological information is presented."
1016	A. Wulf	"Diseases and pests on foreign tree species. Part 2: Broadleaved, street and carpark trees"	"Plant diseases and insect pests damaging Quercus rubra, Robinia pseudoacacia and other street trees in Germany are described."
562	D. Matosevic and G. Melika	DIVERSITY OF PARASITOID ASSEMBLAGES OF NATIVE AND ALIEN LEAF MINERS IN CROATIA	"Leaf miners support rich parasitoid assemblages and majority of these parasitoid specie; are generalists. Alien and invasive species are global problem and pose direct and indirect threat to ecosystem stability. Leafminers are very successfull invaders and they build up their populations soon after establishment in an new area. Invaders escape from their native parasitoids and have competitive advantage over native species in new area. Native parasitoids adapt to new host and new parasitoid assemblages are established. Croatia has rich native leafminer fauna with recently added alien and invasive species. Phyllonorycter roboris, Phyllonorycter quercifoliella, Tischeria ekebladella on Quercus robur and Q. petraea, Phyllonorycter klemannella on Alnus glutinosa are native leafminers. Phyllonorycter robiniella, Parectopa robinella on Robinia pseudoacacia, Phyllonorycter platani on Platanus sp., Cameraria ohridella on Aesculus hippocastanum and Phyllonorycter leucographella on Pyracantha coccinea are recently introduced invasive species in Croatia. In this research we tested the following hypotheses: a) native parasitoids have adapted to new hosts, b) these parasitoid species are generalists, c) native and alien species of leafminers with similar bioecological characteristics have similar parasitoid assemblages. The sites of research were chosen according to the host plant sites, in forests and parks in Croatia. The research was carried out from 2004-2006. Leaves with mines were collected and kept in glass containers in outside insectary until emergence of parasitoids. For each parasitoid assemblage the diversity indices were calculated: Domination index (D), Shannon's diversity index H and evenness of species E. Cluster analyses for comparison of similarities of parasitoid assemblages was done. In total, 28 taxa of parasitoids from the superfamily Chalcidoidea and 4 taxa from the superfamily of Ichneumonoidea have been found (Table 1). Table 1 shows domination index (D) for parasitoid species found for a host leaf miner. This research compares the parasitoid assemblages of different species of leafminers, the results have been obtained after mass rearings of parasitoids from different localities and different collection times and it does not give detailed insight into parasitism percentages and the seasonal distribution of parasitoid species within a parasitoid assemblage. Table 2 shows values of Shannon's diversity index H and evenness of species E, and Figure 1 shows dendrogram from cluster analyses grouping leaf miner species according to the similarities of their parasitoid assemblages. The majority of parasitoid species found are generalist species found on other species of leaf miners from the order Lepidoptera. P. roboris/P. quercifoliella have the most diverse parasitoid assemblage (the highest H value) (Table 2) followed by T. ekebladella. Oaks support rich fauna of taxonomicaly and ecologicaly similar leaf miner species and free exchange of parasitoids is enabled among them. All the parasitoid species found on these leafminers are generalist. They also have the highest E value (Table 2) because they lack specific monophagous parasitoid species. P. klemannella has lower diversity indices H and E because of the dominance of specific parasitoids from Encyrtidae family. P. platani has two dominant parasitoid species Minotetrastichus platanellus and Pediobius saulius. Dendrogram shows that P. roboris/P. quercifoliella, P. robiniella, P. leucographella, Pa. robiniella i T. ekebladella have similar parasitoid assemblages. Very similar are T. ekebladella and Pa. robiniella, both host species grow on the same sites together (oak and black locust) and generalists can search for similar mines: white upper surface leaf mines. The greater linkage distance between P. klemannella i P. platani can be explained with the dominance of specific monophagous parasitoid species in the assemblage. The similarities between parasitoid assemblages of native (P. roboris/P. quercifoliella, T. ekebladella) and alien (P. leucographella, P. robiniella, Pa. robiniella, C. ohridella) leaf miner species show that the native generalist parasitoids have adapted to new hosts. Ten species of parasitoids have been found on C. ohridella, with Pediobius saulius and Minotetrastichus frontalis as two dominant species (Table 1). This research has shown that invasive leaf miner species in Croatia have recruited a parasitoid community similar to the native leaf miner species and that this process has occurred quite rapidly."
